id,sexo,edad,nivel,region,zona,tipo_establecimiento,rendimiento_promedio,rendimiento_matematicas,rendimiento_lenguaje,repitencia,trabaja,horas_trabajo_semana,particip_extraescolar,acceso_internet_hogar,nivel_ses,estructura_familiar,tiempo_traslado_min,apoyo_psicopedagogico,ema_i01,ema_i02,ema_i03,ema_i04,ema_i05,ema_i06,ema_i07,ema_i08,ema_i09,ema_i10,ema_i11,ema_i12,ema_i13,ema_i14,ema_i15,ema_i16,ema_i17,ema_i18,ema_intrinseca,ema_extrinseca,ema_desmotivacion,ema_total,eaa_i01,eaa_i02,eaa_i03,eaa_i04,eaa_i05,eaa_i06,eaa_i07,eaa_i08,eaa_i09,eaa_i10,eaa_i11,eaa_i12,eaa_i13,eaa_i14,eaa_tareas,eaa_social,eaa_total,ece_i01,ece_i02,ece_i03,ece_i04,ece_i05,ece_i06,ece_i07,ece_i08,ece_i09,ece_i10,ece_i11,ece_i12,ece_i13,ece_i14,ece_i15,ece_i16,ece_docente,ece_pares,ece_institucional,ece_total,iesa_i01,iesa_i02,iesa_i03,iesa_i04,iesa_i05,iesa_i06,iesa_i07,iesa_i08,iesa_i09,iesa_i10,iesa_i11,iesa_i12,iesa_evaluativo,iesa_carga,iesa_total
EDU-045,Mujer,17,4° Medio,RM,Rural,Municipal,4.5,4.4,3.8,No,No,0,Sí,Sí,Medio,Otra,5,Sí,3,3,3,3,3,3,2,4,2,3,3,2,2,2,2,1,3,2,3,2.6666666666666665,2,2.5555555555555554,3,3,2,4,3,3,2,3,3,3,2,4,2,2,2.857142857142857,2.7142857142857144,2.7857142857142856,2,2,4,4,3,3,3,3,2,3,2,2,1,2,2,2,3,2.6,1.8,2.5,3,4,3,3,3,4,1,2,2,2,1,3,3.3333333333333335,1.8333333333333333,2.5833333333333335
EDU-046,Mujer,15,2° Medio,Valparaíso,Urbano,Part. Subvencionado,4.4,3.8,3.9,No,No,0,No,Sí,Bajo,Monoparental,56,No,3,3,2,4,3,2,1,1,1,1,3,2,1,2,1,2,2,3,2.8333333333333335,1.5,1.8333333333333333,2.0555555555555554,2,2,4,2,2,2,3,2,4,3,3,4,3,3,2.4285714285714284,3.142857142857143,2.7857142857142856,2,1,3,3,2,2,2,2,2,2,2,1,2,2,3,2,2.1666666666666665,2,2,2.0625,1,1,1,2,1,2,1,2,3,1,1,2,1.3333333333333333,1.6666666666666667,1.5
EDU-047,Mujer,15,4° Medio,RM,Urbano,Part. Subvencionado,6.9,6.4,6.9,No,No,0,No,Sí,Bajo,Biparental,5,No,4,3,3,3,2,4,4,3,3,4,1,2,3,2,2,2,2,3,3.1666666666666665,2.8333333333333335,2.3333333333333335,2.7777777777777777,3,3,2,3,3,3,4,4,4,4,4,4,4,4,3,4,3.5,3,4,3,4,4,4,3,3,4,2,3,3,3,3,3,2,3.6666666666666665,3,2.8,3.1875,2,2,2,2,1,1,1,2,1,1,2,2,1.6666666666666667,1.5,1.5833333333333333
EDU-048,Mujer,16,2° Medio,RM,Rural,Part. Subvencionado,6.7,6.8,6.5,No,No,0,No,Sí,Alto,Biparental,5,No,3,3,3,2,2,3,2,2,3,3,2,3,3,2,2,3,3,1,2.6666666666666665,2.5,2.3333333333333335,2.5,4,3,4,2,4,4,4,3,2,2,3,2,2,2,3.5714285714285716,2.2857142857142856,2.9285714285714284,3,2,3,3,2,3,3,3,3,4,4,3,2,3,3,4,2.6666666666666665,3.4,3,3,3,1,2,2,2,3,1,2,3,2,2,3,2.1666666666666665,2.1666666666666665,2.1666666666666665
EDU-049,Otro,17,4° Medio,RM,Urbano,Part. Subvencionado,5.1,3.2,3.9,No,No,0,Sí,Sí,Medio,Otra,31,Sí,2,3,2,2,2,1,3,2,2,3,3,3,3,2,2,3,4,4,2,2.6666666666666665,3,2.5555555555555554,1,2,2,2,1,2,2,3,2,2,1,1,2,1,1.7142857142857142,1.7142857142857142,1.7142857142857142,4,1,3,2,3,3,2,2,3,1,3,3,2,2,1,2,2.6666666666666665,2.2,2,2.3125,2,3,2,3,3,3,3,3,1,3,3,3,2.6666666666666665,2.6666666666666665,2.6666666666666665
EDU-050,Mujer,17,2° Medio,RM,Urbano,Part. Subvencionado,3.2,2.2,2.1,No,No,0,Sí,Sí,Bajo,Biparental,22,Sí,2,3,2,2,2,2,3,3,2,3,3,3,3,3,4,2,2,3,2.1666666666666665,2.8333333333333335,2.8333333333333335,2.611111111111111,3,4,4,4,3,2,3,4,3,3,3,2,3,4,3.2857142857142856,3.142857142857143,3.2142857142857144,3,2,3,3,3,2,1,2,4,3,2,3,2,2,2,3,2.6666666666666665,2.4,2.4,2.5,4,4,2,4,4,2,3,3,2,3,2,3,3.3333333333333335,2.6666666666666665,3
EDU-051,Hombre,18,2° Medio,Valparaíso,Urbano,Part. Pagado,5.6,6.5,6.9,No,No,0,No,No,Medio,Biparental,5,No,3,3,3,4,2,2,2,1,1,2,2,3,1,2,1,2,3,3,2.8333333333333335,1.8333333333333333,2,2.2222222222222223,4,3,3,4,3,4,2,2,2,4,2,3,2,2,3.2857142857142856,2.4285714285714284,2.857142857142857,2,2,3,2,2,2,4,3,4,4,2,1,1,2,2,3,2.1666666666666665,3.4,1.8,2.4375,3,2,3,3,3,2,2,3,2,1,3,3,2.6666666666666665,2.3333333333333335,2.5
EDU-052,Hombre,17,4° Medio,Maule,Urbano,Part. Subvencionado,6,5,NA,No,No,0,Sí,No,Bajo,Biparental,14,Sí,3,3,3,3,3,3,3,3,2,4,2,2,2,1,2,1,1,3,3,2.6666666666666665,1.6666666666666667,2.4444444444444446,3,1,4,3,2,3,2,4,4,3,3,4,3,4,2.5714285714285716,3.5714285714285716,3.0714285714285716,4,3,4,4,3,3,4,4,4,4,3,4,4,4,2,4,3.5,3.8,3.6,3.625,3,4,2,2,4,3,1,2,3,2,3,2,3,2.1666666666666665,2.5833333333333335
EDU-053,Hombre,15,1° Medio,Biobío,Urbano,Municipal,4.3,3.1,2.7,No,Sí,5,No,No,Bajo,Biparental,12,No,4,3,3,4,3,2,3,2,3,3,1,4,3,2,2,3,1,3,3.1666666666666665,2.6666666666666665,2.3333333333333335,2.7222222222222223,2,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2.7142857142857144,2.357142857142857,3,3,2,2,2,1,3,2,1,3,2,4,2,3,2,2,2.1666666666666665,2.2,2.6,2.3125,2,3,3,2,3,3,3,2,1,1,3,3,2.6666666666666665,2.1666666666666665,2.4166666666666665
EDU-054,Hombre,14,2° Medio,Biobío,Urbano,Municipal,6.5,6.9,6,No,No,0,No,No,Medio,Biparental,5,No,2,2,3,3,4,3,3,3,3,3,2,2,2,2,2,2,3,2,2.8333333333333335,2.6666666666666665,2.1666666666666665,2.5555555555555554,4,4,4,4,4,3,4,4,4,4,4,4,4,3,3.857142857142857,3.857142857142857,3.857142857142857,3,3,3,4,4,4,3,2,3,2,2,2,3,3,2,3,3.5,2.4,2.6,2.875,3,3,2,3,2,3,2,2,2,2,2,1,2.6666666666666665,1.8333333333333333,2.25
EDU-055,Mujer,16,2° Medio,RM,Rural,Part. Subvencionado,6.3,6.7,6.4,No,No,0,No,No,Medio,Monoparental,5,No,3,3,4,3,4,4,3,1,1,3,1,4,1,2,3,2,1,4,3.5,2.1666666666666665,2.1666666666666665,2.611111111111111,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3.5714285714285716,4,3.7857142857142856,3,3,3,2,2,1,3,3,3,3,2,3,2,3,1,2,2.3333333333333335,2.8,2.2,2.4375,2,2,3,2,1,2,2,1,2,2,3,2,2,2,2
EDU-056,Mujer,17,4° Medio,Otra,Urbano,Part. Subvencionado,4.3,2.8,2.3,No,No,0,No,Sí,Medio,Extendida,5,No,3,1,2,2,3,1,1,1,3,3,2,3,4,3,3,4,2,1,2,2.1666666666666665,2.8333333333333335,2.3333333333333335,3,4,4,3,3,3,3,2,2,2,1,2,2,2,3.2857142857142856,1.8571428571428572,2.5714285714285716,3,1,2,3,3,2,2,1,2,2,3,1,1,1,2,1,2.3333333333333335,2,1.2,1.875,3,2,2,2,2,2,3,3,2,3,3,2,2.1666666666666665,2.6666666666666665,2.4166666666666665
EDU-057,Mujer,15,2° Medio,RM,Urbano,Part. Pagado,5.5,5.9,5.1,No,No,0,Sí,No,Medio,Biparental,19,No,2,2,3,2,2,2,4,4,4,4,3,4,2,3,3,3,4,4,2.1666666666666665,3.8333333333333335,3.1666666666666665,3.0555555555555554,3,2,2,2,3,3,3,3,3,3,2,3,3,4,2.5714285714285716,3,2.7857142857142856,3,3,2,2,2,3,2,2,2,2,2,3,3,2,3,2,2.5,2,2.6,2.375,2,2,2,2,3,2,1,1,2,2,3,2,2.1666666666666665,1.8333333333333333,2
EDU-058,Hombre,19,3° Medio,RM,Urbano,Part. Subvencionado,6.8,6.9,6.7,No,No,0,No,Sí,Alto,Extendida,65,No,3,4,3,3,2,2,3,3,4,2,2,3,2,2,3,3,2,2,2.8333333333333335,2.8333333333333335,2.3333333333333335,2.6666666666666665,4,4,4,4,4,4,3,4,4,4,4,4,4,2,3.857142857142857,3.7142857142857144,3.7857142857142856,3,4,2,2,3,3,2,1,2,3,2,2,2,2,2,2,2.8333333333333335,2,2,2.3125,2,4,1,2,2,3,2,3,3,1,1,2,2.3333333333333335,2,2.1666666666666665
EDU-059,Mujer,19,1° Medio,Maule,Rural,Part. Pagado,7,7,NA,No,No,0,No,No,Alto,Biparental,34,No,3,4,4,4,4,4,2,2,1,1,2,2,1,1,1,1,1,2,3.8333333333333335,1.6666666666666667,1.1666666666666667,2.2222222222222223,3,4,4,4,3,4,4,4,4,3,4,4,4,2,3.7142857142857144,3.5714285714285716,3.642857142857143,2,3,3,2,3,3,2,3,3,4,3,2,4,4,3,4,2.6666666666666665,3,3.4,3,2,3,3,2,3,3,1,1,2,1,1,1,2.6666666666666665,1.1666666666666667,1.9166666666666667
EDU-060,Hombre,17,1° Medio,Valparaíso,Urbano,Municipal,6.8,6.4,6.3,No,No,0,Sí,Sí,Alto,Biparental,18,Sí,3,3,2,3,2,4,1,3,3,3,3,3,2,2,2,2,2,1,2.8333333333333335,2.6666666666666665,1.8333333333333333,2.4444444444444446,3,4,4,4,4,4,4,3,4,2,4,3,3,2,3.857142857142857,3,3.4285714285714284,4,3,3,4,3,3,3,2,3,2,4,2,3,1,1,2,3.3333333333333335,2.8,1.8,2.6875,2,3,2,2,3,2,2,3,3,2,1,2,2.3333333333333335,2.1666666666666665,2.25
EDU-061,Hombre,15,4° Medio,RM,Rural,Municipal,6,5.4,5.7,No,No,0,No,Sí,Medio,Biparental,36,No,4,2,4,3,3,4,4,2,3,1,3,3,2,2,1,1,2,3,3.3333333333333335,2.6666666666666665,1.8333333333333333,2.611111111111111,3,3,4,3,3,3,3,3,4,2,2,3,1,2,3.142857142857143,2.4285714285714284,2.7857142857142856,4,4,4,4,4,3,4,3,2,3,2,3,3,3,3,2,3.8333333333333335,2.8,2.8,3.1875,3,3,2,3,2,2,1,1,3,2,2,2,2.5,1.8333333333333333,2.1666666666666665
EDU-062,Mujer,17,1° Medio,RM,Urbano,Part. Pagado,6.6,6.6,6,No,No,0,No,Sí,Medio,Extendida,5,No,3,4,3,3,3,4,3,3,2,3,3,3,2,1,3,3,2,1,3.3333333333333335,2.8333333333333335,2,2.7222222222222223,2,2,2,3,1,2,3,1,3,2,4,2,2,2,2.142857142857143,2.2857142857142856,2.2142857142857144,4,2,4,3,4,4,2,3,4,2,3,3,4,3,3,3,3.5,2.8,3.2,3.1875,2,1,1,1,1,1,1,1,1,1,1,2,1.1666666666666667,1.1666666666666667,1.1666666666666667
EDU-063,Mujer,15,1° Medio,RM,Urbano,Part. Subvencionado,3.5,2.1,2.2,No,No,0,No,Sí,Medio,Biparental,42,Sí,2,3,2,1,2,2,2,2,2,3,2,3,3,4,3,3,2,3,2,2.3333333333333335,3,2.4444444444444446,2,2,2,3,2,3,1,2,1,2,2,2,1,2,2.142857142857143,1.7142857142857142,1.9285714285714286,1,2,2,2,1,2,2,2,3,2,1,2,2,1,2,2,1.6666666666666667,2,1.8,1.8125,3,3,4,3,4,3,4,3,3,2,2,2,3.3333333333333335,2.6666666666666665,3
EDU-064,Hombre,16,3° Medio,Otra,Urbano,Municipal,6.1,6.3,6.4,Sí,No,0,Sí,Sí,Bajo,Biparental,78,No,2,4,3,3,3,3,1,3,2,3,3,2,2,3,3,2,3,3,3,2.3333333333333335,2.6666666666666665,2.6666666666666665,3,4,4,3,3,4,4,2,2,3,3,3,3,3,3.5714285714285716,2.7142857142857144,3.142857142857143,2,2,2,2,2,2,1,2,3,2,2,2,2,1,2,1,2,2,1.6,1.875,2,1,1,2,1,1,1,2,1,2,2,4,1.3333333333333333,2,1.6666666666666667
EDU-065,Hombre,16,4° Medio,Valparaíso,Urbano,Part. Subvencionado,6.3,NA,6.6,No,No,0,No,No,Medio,Monoparental,5,No,2,2,4,2,1,3,3,3,3,3,3,3,3,2,2,2,2,1,2.3333333333333335,3,2,2.4444444444444446,3,3,2,3,4,3,4,3,2,3,2,3,2,3,3.142857142857143,2.5714285714285716,2.857142857142857,2,3,3,3,4,3,2,2,2,3,2,2,3,2,1,2,3,2.2,2,2.4375,1,3,3,2,3,3,2,2,1,1,1,3,2.5,1.6666666666666667,2.0833333333333335
EDU-066,Mujer,14,1° Medio,Valparaíso,Urbano,Municipal,6.3,5.9,5.3,No,No,0,No,Sí,Bajo,Biparental,6,Sí,3,3,3,4,3,2,1,1,1,1,2,3,1,1,2,1,1,3,3,1.5,1.5,2,3,3,2,3,4,3,2,4,3,3,3,3,3,3,2.857142857142857,3.142857142857143,3,3,2,2,3,4,3,3,3,4,3,4,4,3,4,3,4,2.8333333333333335,3.4,3.6,3.25,2,2,3,2,3,3,2,1,1,1,2,3,2.5,1.6666666666666667,2.0833333333333335
EDU-067,Mujer,14,3° Medio,Biobío,Urbano,Municipal,6.7,5.8,6.5,No,No,0,No,Sí,Bajo,Biparental,45,No,3,3,2,3,1,3,2,2,3,1,2,3,2,3,1,2,3,3,2.5,2.1666666666666665,2.3333333333333335,2.3333333333333335,4,4,4,4,2,3,3,4,3,3,4,3,4,2,3.4285714285714284,3.2857142857142856,3.357142857142857,2,3,2,1,3,4,3,3,3,2,2,3,2,4,2,3,2.5,2.6,2.8,2.625,1,1,1,2,1,1,2,1,3,1,2,1,1.1666666666666667,1.6666666666666667,1.4166666666666667
EDU-068,Hombre,15,3° Medio,RM,Rural,Part. Subvencionado,6.8,7,6.9,No,Sí,16,No,Sí,Medio,Monoparental,61,Sí,4,4,4,4,3,4,4,3,3,3,1,4,1,2,1,1,1,1,3.8333333333333335,3,1.1666666666666667,2.6666666666666665,3,3,4,4,4,4,4,2,3,3,3,4,2,3,3.7142857142857144,2.857142857142857,3.2857142857142856,2,2,3,2,3,3,2,3,3,2,3,3,1,2,4,4,2.5,2.6,2.8,2.625,1,2,2,2,3,2,1,2,1,1,2,3,2,1.6666666666666667,1.8333333333333333
EDU-069,Mujer,14,3° Medio,RM,Urbano,Municipal,3.5,2.5,2.7,No,No,0,No,Sí,Alto,Extendida,23,No,2,3,2,2,3,2,4,3,2,3,2,2,2,1,1,3,2,4,2.3333333333333335,2.6666666666666665,2.1666666666666665,2.388888888888889,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1.8571428571428572,2,1.9285714285714286,1,2,1,2,2,2,3,2,2,2,2,3,2,2,2,3,1.6666666666666667,2.2,2.4,2.0625,3,2,2,3,4,2,4,2,3,3,2,3,2.6666666666666665,2.8333333333333335,2.75
EDU-070,Mujer,15,3° Medio,Valparaíso,Urbano,Municipal,6.5,6.5,7,No,Sí,10,No,Sí,Alto,Otra,51,No,3,3,3,2,4,2,2,3,1,2,2,1,2,1,2,2,1,3,2.8333333333333335,1.8333333333333333,1.8333333333333333,2.1666666666666665,2,3,3,4,2,2,4,3,3,2,3,3,3,4,2.857142857142857,3,2.9285714285714284,4,3,4,3,3,2,3,1,3,2,2,4,3,4,3,3,3.1666666666666665,2.2,3.4,2.9375,3,2,2,2,2,2,3,2,2,3,2,1,2.1666666666666665,2.1666666666666665,2.1666666666666665
EDU-071,Hombre,14,2° Medio,Maule,Urbano,Part. Pagado,5.2,5.8,5,No,No,0,No,Sí,Medio,Monoparental,8,Sí,2,2,2,2,3,1,2,2,3,3,2,1,3,2,3,1,1,2,2,2.1666666666666665,2,2.0555555555555554,3,3,3,2,3,3,3,3,2,3,3,3,3,4,2.857142857142857,3,2.9285714285714284,2,1,3,2,2,2,3,2,2,3,2,3,2,4,3,3,2,2.4,3,2.4375,3,1,2,3,1,2,2,1,1,1,2,2,2,1.5,1.75
EDU-072,Hombre,17,3° Medio,RM,Urbano,Municipal,6.2,6.2,5.3,No,No,0,No,Sí,Medio,Monoparental,7,No,4,3,3,2,3,2,3,2,2,1,1,3,3,2,2,3,2,4,2.8333333333333335,2,2.6666666666666665,2.5,2,3,2,3,3,2,3,3,2,2,2,2,3,2,2.5714285714285716,2.2857142857142856,2.4285714285714284,4,2,2,2,1,3,1,1,1,1,2,2,3,2,2,2,2.3333333333333335,1.2,2.2,1.9375,1,2,2,1,1,1,2,1,3,2,2,2,1.3333333333333333,2,1.6666666666666667
EDU-073,Hombre,15,2° Medio,Maule,Urbano,Municipal,6.8,6.4,6.1,No,No,0,No,Sí,Medio,Biparental,7,No,3,3,3,3,4,3,2,2,2,1,1,3,2,3,2,3,3,2,3.1666666666666665,1.8333333333333333,2.5,2.5,4,4,2,4,2,3,2,3,3,4,2,3,4,4,3,3.2857142857142856,3.142857142857143,3,2,3,3,2,2,2,4,3,4,3,4,4,4,4,4,2.5,3.2,4,3.1875,1,1,2,1,1,2,1,1,1,2,1,1,1.3333333333333333,1.1666666666666667,1.25
EDU-074,Otro,14,3° Medio,Valparaíso,Urbano,Municipal,6.9,7,7,No,No,0,No,Sí,Medio,Biparental,13,No,3,2,1,2,3,4,2,2,2,3,3,2,1,2,1,2,1,3,2.5,2.3333333333333335,1.6666666666666667,2.1666666666666665,2,2,3,2,3,2,2,3,2,2,3,2,3,4,2.2857142857142856,2.7142857142857144,2.5,4,4,4,4,4,3,3,3,4,3,3,2,2,2,2,2,3.8333333333333335,3.2,2,3.0625,4,1,2,2,2,1,1,3,2,1,1,2,2,1.6666666666666667,1.8333333333333333
EDU-075,Mujer,14,2° Medio,RM,Urbano,Part. Pagado,4.4,4.4,5.7,No,No,0,Sí,Sí,Medio,Monoparental,10,No,2,3,1,1,2,4,4,3,4,4,4,3,2,3,3,3,3,3,2.1666666666666665,3.6666666666666665,2.8333333333333335,2.888888888888889,3,3,2,2,2,2,3,2,2,3,2,2,2,3,2.4285714285714284,2.2857142857142856,2.357142857142857,3,3,3,4,4,2,4,3,2,2,1,3,4,3,4,3,3.1666666666666665,2.4,3.4,3,2,3,3,3,3,2,1,2,3,2,3,2,2.6666666666666665,2.1666666666666665,2.4166666666666665
EDU-076,Mujer,19,2° Medio,Valparaíso,Urbano,Part. Subvencionado,5.8,3.9,5.5,No,No,0,Sí,Sí,Medio,Biparental,5,No,2,1,2,2,3,2,4,3,3,4,4,3,2,4,4,3,2,4,2,3.5,3.1666666666666665,2.888888888888889,3,3,3,3,4,3,2,3,4,3,3,3,3,2,3,3,3,3,2,2,3,2,3,4,4,2,3,3,4,2,3,3,3,2.5,3.2,3,2.875,1,1,1,1,1,1,2,2,2,2,3,3,1,2.3333333333333335,1.6666666666666667
EDU-077,Mujer,18,4° Medio,RM,Urbano,Part. Subvencionado,4.8,3.4,3.6,Sí,No,0,No,Sí,Bajo,Biparental,34,No,2,4,3,3,2,1,2,3,2,3,2,4,3,2,3,2,3,3,2.5,2.6666666666666665,2.6666666666666665,2.611111111111111,2,3,2,3,2,3,3,4,3,2,4,4,4,2,2.5714285714285716,3.2857142857142856,2.9285714285714284,4,2,2,2,3,3,2,1,3,2,1,2,2,2,2,2,2.6666666666666665,1.8,2,2.1875,4,3,4,2,3,3,3,2,3,3,2,2,3.1666666666666665,2.5,2.8333333333333335
EDU-078,Hombre,17,2° Medio,Biobío,Rural,Part. Subvencionado,3.3,4,2.4,No,No,0,No,Sí,Medio,Monoparental,20,No,1,1,1,1,2,2,3,3,3,2,3,3,1,3,3,3,3,3,1.3333333333333333,2.8333333333333335,2.6666666666666665,2.2777777777777777,1,1,2,1,1,1,1,2,2,1,3,2,2,2,1.1428571428571428,2,1.5714285714285714,1,2,1,2,1,2,1,1,1,1,1,2,2,3,2,1,1.5,1,2,1.5,3,3,3,3,3,4,1,2,2,3,3,3,3.1666666666666665,2.3333333333333335,2.75
EDU-079,Hombre,14,3° Medio,RM,Urbano,Municipal,5.4,5.4,5.2,No,No,0,Sí,Sí,Bajo,Biparental,76,No,3,1,2,3,2,3,4,3,3,2,3,4,3,1,3,3,3,3,2.3333333333333335,3.1666666666666665,2.6666666666666665,2.7222222222222223,4,2,3,2,3,3,3,4,4,3,4,4,2,4,2.857142857142857,3.5714285714285716,3.2142857142857144,2,3,3,2,3,3,2,3,4,3,4,4,2,2,3,2,2.6666666666666665,3.2,2.6,2.8125,3,4,3,3,4,2,4,4,3,4,1,2,3.1666666666666665,3,3.0833333333333335
EDU-080,Mujer,17,1° Medio,Valparaíso,Urbano,Part. Subvencionado,3,2.1,2.1,Sí,No,0,Sí,Sí,Bajo,Monoparental,5,No,1,3,1,2,1,2,1,1,1,1,1,1,3,3,3,3,4,4,1.6666666666666667,1,3.3333333333333335,2,1,1,2,2,1,2,1,2,3,3,2,2,3,3,1.4285714285714286,2.5714285714285716,2,2,1,2,2,2,1,2,2,2,1,3,1,2,1,1,1,1.6666666666666667,2,1.2,1.625,3,3,4,4,3,4,3,3,4,2,3,3,3.5,3,3.25
EDU-081,Mujer,15,1° Medio,Maule,Urbano,Part. Subvencionado,6.5,6,6.8,No,No,0,Sí,Sí,Medio,Biparental,26,No,3,3,3,3,3,3,3,3,2,1,3,3,2,2,2,2,2,2,3,2.5,2,2.5,4,4,4,3,4,4,4,3,4,4,3,3,4,3,3.857142857142857,3.4285714285714284,3.642857142857143,2,3,2,3,3,3,3,2,2,3,1,2,2,2,2,1,2.6666666666666665,2.2,1.8,2.25,2,1,2,2,2,1,2,2,1,1,2,1,1.6666666666666667,1.5,1.5833333333333333
EDU-082,Mujer,16,3° Medio,RM,Urbano,Municipal,5.9,6.2,3.6,No,No,0,Sí,Sí,Alto,Monoparental,5,No,3,3,2,1,2,2,4,4,4,4,4,3,2,2,1,2,3,4,2.1666666666666665,3.8333333333333335,2.3333333333333335,2.7777777777777777,3,4,3,3,3,2,3,3,2,2,3,3,3,3,3,2.7142857142857144,2.857142857142857,4,3,3,3,3,3,2,3,3,2,4,2,1,3,3,3,3.1666666666666665,2.8,2.4,2.8125,3,2,1,2,2,1,2,3,3,3,3,2,1.8333333333333333,2.6666666666666665,2.25
EDU-083,Mujer,17,4° Medio,RM,Urbano,Municipal,6.8,5.7,6.9,No,No,0,Sí,Sí,Bajo,Biparental,22,No,4,3,2,3,2,3,2,2,1,2,3,3,2,3,2,2,2,2,2.8333333333333335,2.1666666666666665,2.1666666666666665,2.388888888888889,3,2,3,4,2,3,3,4,3,3,3,4,3,1,2.857142857142857,3,2.9285714285714284,3,3,3,2,3,3,3,3,2,2,3,4,4,4,2,4,2.8333333333333335,2.6,3.6,3,3,3,2,1,3,3,2,2,3,3,1,2,2.5,2.1666666666666665,2.3333333333333335
EDU-084,Hombre,16,3° Medio,RM,Urbano,Part. Subvencionado,6.8,6.4,6.4,No,No,0,No,Sí,Alto,Monoparental,18,No,2,4,3,3,3,3,3,3,3,2,3,3,2,2,1,2,1,3,3,2.8333333333333335,1.8333333333333333,2.5555555555555554,3,4,3,3,3,4,3,2,3,3,3,2,3,2,3.2857142857142856,2.5714285714285716,2.9285714285714284,2,3,2,3,2,3,1,3,3,3,2,3,3,2,2,3,2.5,2.4,2.6,2.5,2,2,1,3,3,2,2,2,3,3,3,1,2.1666666666666665,2.3333333333333335,2.25
EDU-085,Hombre,18,3° Medio,RM,Urbano,Part. Pagado,4.6,3.9,4.2,No,No,0,Sí,Sí,Bajo,Monoparental,5,No,3,2,2,4,3,3,3,2,3,4,2,3,3,2,2,4,2,2,2.8333333333333335,2.8333333333333335,2.5,2.7222222222222223,2,2,3,2,3,3,3,2,2,2,2,2,2,3,2.5714285714285716,2.142857142857143,2.357142857142857,2,3,3,2,2,2,3,2,1,2,2,2,3,2,2,2,2.3333333333333335,2,2.2,2.1875,3,3,2,3,2,3,4,3,4,4,4,2,2.6666666666666665,3.5,3.0833333333333335
EDU-086,Mujer,14,4° Medio,RM,Urbano,Part. Subvencionado,4.4,4.3,3.2,No,No,0,No,Sí,Medio,Monoparental,10,No,1,3,3,1,3,1,2,3,2,2,2,3,2,2,1,2,3,3,2,2.3333333333333335,2.1666666666666665,2.1666666666666665,3,3,4,3,3,3,3,1,3,3,2,2,2,3,3.142857142857143,2.2857142857142856,2.7142857142857144,4,2,3,3,2,2,2,2,2,3,2,2,3,3,2,2,2.6666666666666665,2.2,2.4,2.4375,3,3,4,4,3,4,2,2,3,2,2,2,3.5,2.1666666666666665,2.8333333333333335
EDU-087,Hombre,14,4° Medio,RM,Rural,Part. Subvencionado,4.5,3.7,2.8,No,No,0,Sí,Sí,Alto,Biparental,14,No,3,2,2,3,2,3,2,3,3,2,2,3,2,2,3,2,3,1,2.5,2.5,2.1666666666666665,2.388888888888889,1,2,1,1,2,2,2,2,2,2,4,3,3,1,1.5714285714285714,2.4285714285714284,2,3,2,2,2,2,2,2,3,4,4,3,3,2,3,1,3,2.1666666666666665,3.2,2.4,2.5625,4,4,4,4,4,3,3,4,2,3,3,2,3.8333333333333335,2.8333333333333335,3.3333333333333335
EDU-088,Mujer,19,2° Medio,Maule,Urbano,Part. Pagado,7,7,6.7,No,No,0,No,Sí,Medio,Otra,11,No,1,1,2,1,3,3,2,4,3,4,3,2,3,3,2,2,2,1,1.8333333333333333,3,2.1666666666666665,2.3333333333333335,4,4,3,3,4,4,3,4,4,4,4,4,4,3,3.5714285714285716,3.857142857142857,3.7142857142857144,2,3,3,2,3,1,2,2,2,1,2,2,3,3,2,1,2.3333333333333335,1.8,2.2,2.125,3,2,1,2,2,3,1,1,1,1,2,2,2.1666666666666665,1.3333333333333333,1.75
EDU-089,Hombre,14,1° Medio,RM,Urbano,Part. Subvencionado,4.7,3.2,4.7,No,No,0,Sí,Sí,Bajo,Biparental,49,No,3,2,2,1,1,1,4,4,3,2,1,2,2,3,2,2,3,1,1.6666666666666667,2.6666666666666665,2.1666666666666665,2.1666666666666665,2,2,2,2,2,2,2,2,2,2,3,1,2,4,2,2.2857142857142856,2.142857142857143,2,2,2,2,4,2,2,2,3,4,2,3,3,3,3,3,2.3333333333333335,2.6,3,2.625,2,3,3,2,3,2,4,4,4,3,4,2,2.5,3.5,3
EDU-090,Hombre,19,2° Medio,RM,Urbano,Part. Subvencionado,6.8,6.5,6.9,No,No,0,No,Sí,Medio,Otra,17,No,4,3,3,4,4,3,2,1,1,2,1,2,2,2,2,2,1,4,3.5,1.5,2.1666666666666665,2.388888888888889,3,2,2,1,2,2,3,3,3,4,4,3,4,3,2.142857142857143,3.4285714285714284,2.7857142857142856,2,4,3,3,2,4,3,4,3,4,4,3,3,3,4,3,3,3.6,3.2,3.25,3,2,3,4,3,3,3,3,3,3,3,3,3,3,3
