id,sexo,edad,nivel_educacional,estado_civil,n_hijos,region,area,nivel_cargo,modalidad_trabajo,antiguedad_anos,tipo_contrato,horas_semanales,ingreso_tramo,capacitacion_ultimo_ano,evaluacion_desempeno,beneficios_empresa,turno,ebl_i01,ebl_i02,ebl_i03,ebl_i04,ebl_i05,ebl_i06,ebl_i07,ebl_i08,ebl_i09,ebl_i10,ebl_i11,ebl_i12,ebl_i13,ebl_i14,ebl_i15,ebl_i16,ebl_i17,ebl_i18,ebl_agotamiento,ebl_cinismo,ebl_baja_eficacia,ebl_total,csl_i01,csl_i02,csl_i03,csl_i04,csl_i05,csl_i06,csl_i07,csl_i08,csl_i09,csl_i10,csl_i11,csl_i12,csl_i13,csl_i14,csl_i15,csl_i16,csl_tarea,csl_contexto,csl_total,elp_i01,elp_i02,elp_i03,elp_i04,elp_i05,elp_i06,elp_i07,elp_i08,elp_i09,elp_i10,elp_i11,elp_i12,elp_i13,elp_i14,elp_transformacional,elp_transaccional,elp_total,eir_i01,eir_i02,eir_i03,eir_i04,eir_i05,eir_i06,eir_i07,eir_i08,eir_i09,eir_i10,eir_intencion_salida,eir_busqueda_alternativas,eir_total
LAB-048,Mujer,56,Universitario,Soltero/a,3,RM,Operaciones,Jefatura,Presencial,9,Indefinido,35,Bajo,Sí,4.2,Completos,Diurno,1,1,1,1,1,1,3,1,2,3,3,2,1,2,1,1,2,3,1,2.3333333333333335,1.6666666666666667,1.6666666666666667,2,3,4,2,3,2,4,3,3,4,3,3,4,4,3,4,2.875,3.5,3.1875,2,2,3,3,3,4,3,3,4,3,3,3,3,3,2.857142857142857,3.142857142857143,3,3,2,3,2,2,2,3,2,3,1,2.4,2.2,2.3
LAB-049,Mujer,38,Universitario,Conviviente,1,RM,Operaciones,Jefatura,Remoto,9,Indefinido,34,Medio,No,2,Básicos,Diurno,2,1,1,2,2,3,3,4,2,1,3,3,2,2,3,1,2,3,1.8333333333333333,2.6666666666666665,2.1666666666666665,2.2222222222222223,2,2,2,2,2,2,2,3,1,2,2,3,1,2,2,2,2.125,1.875,2,4,4,3,3,3,3,4,3,4,3,2,3,3,3,3.4285714285714284,3,3.2142857142857144,3,3,2,1,1,3,2,1,2,2,2,2,2
LAB-050,Hombre,22,Postgrado,Soltero/a,2,RM,Producción,Profesional,Presencial,2,Indefinido,43,Alto,No,1.9,Básicos,Rotativo,2,3,3,2,3,2,4,3,3,3,2,4,2,3,2,2,2,2,2.5,3.1666666666666665,2.1666666666666665,2.611111111111111,2,2,1,1,2,2,1,2,3,2,2,1,1,2,1,4,1.625,2,1.8125,3,3,4,2,4,3,3,2,2,2,3,2,2,3,3.142857142857143,2.2857142857142856,2.7142857142857144,3,3,4,4,2,3,3,4,3,3,3.2,3.2,3.2
LAB-051,Hombre,35,Técnico,Separado/a,4,RM,Operaciones,Jefatura,Presencial,8,Indefinido,50,Bajo,Sí,2.7,Intermedios,Diurno,2,3,3,1,1,4,3,3,2,3,3,3,4,2,2,2,4,3,2.3333333333333335,2.8333333333333335,2.8333333333333335,2.6666666666666665,2,2,2,2,1,2,1,4,2,2,2,1,1,1,2,3,2,1.75,1.875,1,1,2,2,1,2,1,1,2,2,1,2,3,2,1.4285714285714286,1.8571428571428572,1.6428571428571428,1,1,3,1,1,2,3,2,3,3,1.4,2.6,2
LAB-052,Mujer,28,Técnico,Soltero/a,2,RM,RRHH,Operativo,Remoto,6,Honorarios,56,Medio,Sí,1.5,Básicos,Diurno,4,3,3,4,4,2,4,4,4,4,4,3,2,3,3,3,2,3,3.3333333333333335,3.8333333333333335,2.6666666666666665,3.2777777777777777,2,2,2,1,2,1,2,1,2,2,2,1,2,2,2,2,1.625,1.875,1.75,2,2,3,1,3,2,2,2,2,1,3,1,3,2,2.142857142857143,2,2.0714285714285716,2,3,2,2,3,1,2,2,2,2,2.4,1.8,2.1
LAB-053,Mujer,46,Postgrado,Soltero/a,1,RM,Finanzas,Operativo,Remoto,6,Indefinido,38,Bajo,No,3.1,Básicos,Diurno,2,1,2,2,1,2,1,1,2,2,1,2,1,1,1,2,1,1,1.6666666666666667,1.5,1.1666666666666667,1.4444444444444444,2,2,2,1,1,2,3,1,3,2,2,2,2,2,3,2,1.75,2.25,2,3,3,2,3,3,4,4,4,4,3,4,3,4,4,3.142857142857143,3.7142857142857144,3.4285714285714284,2,1,3,1,2,2,2,2,3,3,1.8,2.4,2.1
LAB-054,Hombre,39,Postgrado,Soltero/a,3,RM,Operaciones,Profesional,Híbrido,4,Indefinido,55,Medio,Sí,4.2,Básicos,Diurno,1,2,3,1,1,1,2,2,2,2,1,2,2,2,2,1,1,2,1.5,1.8333333333333333,1.6666666666666667,1.6666666666666667,3,4,3,3,3,4,4,2,2,4,3,4,4,4,4,3,3.25,3.5,3.375,3,3,3,3,3,3,4,4,3,4,3,4,3,3,3.142857142857143,3.4285714285714284,3.2857142857142856,1,1,1,1,1,1,1,1,1,2,1,1.2,1.1
LAB-055,Hombre,28,Técnico,Casado/a,1,RM,RRHH,Operativo,Híbrido,4,Indefinido,47,Bajo,No,2.8,Básicos,Diurno,2,1,2,2,1,2,3,2,1,1,1,3,2,2,2,1,1,2,1.6666666666666667,1.8333333333333333,1.6666666666666667,1.7222222222222223,3,3,4,3,2,3,3,2,3,3,3,3,3,3,3,2,2.875,2.875,2.875,1,1,3,3,3,2,2,4,2,4,3,4,2,1,2.142857142857143,2.857142857142857,2.5,2,1,1,1,1,2,2,2,1,2,1.2,1.8,1.5
LAB-056,Mujer,34,Media,Casado/a,2,RM,RRHH,Profesional,Híbrido,11,Indefinido,54,Medio,Sí,4.6,Intermedios,Diurno,2,2,2,2,4,3,2,2,1,1,2,3,1,2,3,2,2,3,2.5,1.8333333333333333,2.1666666666666665,2.1666666666666665,3,3,2,3,4,3,2,4,4,3,3,2,4,1,4,3,3,3,3,3,2,4,2,3,3,4,4,4,4,3,3,3,3,3,3.4285714285714284,3.2142857142857144,2,3,3,3,1,2,2,1,2,2,2.4,1.8,2.1
LAB-057,Hombre,32,Técnico,Soltero/a,0,Valparaíso,Comercial,Gerencia,Remoto,1,Indefinido,38,Medio,Sí,4.9,Completos,Diurno,2,2,1,1,2,3,1,1,1,1,1,2,1,2,2,3,2,2,1.8333333333333333,1.1666666666666667,2,1.6666666666666667,4,4,3,4,4,3,4,4,2,3,3,3,3,4,4,1,3.75,2.875,3.3125,2,4,2,2,2,2,2,2,3,3,2,3,3,3,2.2857142857142856,2.7142857142857144,2.5,1,2,2,1,3,1,2,2,2,2,1.8,1.8,1.8
LAB-058,Hombre,53,Media,Soltero/a,1,Otra,Operaciones,Jefatura,Presencial,15,Honorarios,46,Alto,Sí,NA,Intermedios,Diurno,2,2,2,1,2,2,2,2,2,3,2,3,2,3,2,1,3,2,1.8333333333333333,2.3333333333333335,2.1666666666666665,2.111111111111111,4,3,3,2,2,4,4,3,3,3,3,2,3,3,4,3,3.125,3,3.0625,4,2,4,3,4,3,4,2,3,3,3,3,3,2,3.4285714285714284,2.7142857142857144,3.0714285714285716,1,1,1,1,2,1,1,1,1,3,1.2,1.4,1.3
LAB-059,Hombre,33,Media,Soltero/a,0,RM,Finanzas,Profesional,Presencial,1,Plazo fijo,37,Bajo,No,3.3,Intermedios,Diurno,3,3,3,3,2,3,4,2,2,3,4,3,2,3,3,4,3,3,2.8333333333333335,3,3,2.9444444444444446,3,4,2,3,4,3,3,3,3,3,3,3,2,3,2,4,3.125,2.875,3,3,2,2,3,4,3,4,3,2,2,1,3,2,3,3,2.2857142857142856,2.642857142857143,2,3,3,3,2,4,3,2,3,3,2.6,3,2.8
LAB-060,Hombre,59,Postgrado,Casado/a,0,Otra,TI,Gerencia,Presencial,0,Indefinido,46,Alto,Sí,1.7,Completos,Diurno,3,2,1,2,2,2,4,3,3,3,2,4,3,3,3,2,2,2,2,3.1666666666666665,2.5,2.5555555555555554,2,3,3,2,3,3,4,3,2,2,2,2,2,3,2,2,2.875,2.125,2.5,2,1,2,1,3,1,2,2,2,2,2,2,2,2,1.7142857142857142,2,1.8571428571428572,3,3,3,3,3,3,2,2,4,3,3,2.8,2.9
LAB-061,Mujer,38,Postgrado,Conviviente,4,Antofagasta,TI,Profesional,Híbrido,2,Honorarios,40,Bajo,Sí,2.7,Completos,Rotativo,3,2,2,3,3,3,1,2,3,2,3,1,3,3,2,3,3,3,2.6666666666666665,2,2.8333333333333335,2.5,4,2,3,2,2,4,3,3,2,2,3,3,2,2,2,2,2.875,2.25,2.5625,2,1,2,1,1,2,2,3,2,4,3,3,3,3,1.5714285714285714,3,2.2857142857142856,1,1,1,1,2,1,2,1,3,2,1.2,1.8,1.5
LAB-062,Hombre,39,Técnico,Conviviente,2,RM,Producción,Profesional,Presencial,2,Plazo fijo,45,Alto,Sí,2.8,Intermedios,Diurno,3,1,2,2,2,3,2,1,2,2,1,3,2,1,1,1,1,1,2.1666666666666665,1.8333333333333333,1.1666666666666667,1.7222222222222223,3,2,3,3,2,3,3,2,3,3,2,3,3,3,3,4,2.625,3,2.8125,3,2,3,3,2,3,2,3,3,3,2,3,4,3,2.5714285714285716,3,2.7857142857142856,3,2,3,3,3,3,2,2,3,4,2.8,2.8,2.8
LAB-063,Hombre,39,Universitario,Casado/a,1,RM,Operaciones,Profesional,Presencial,3,Honorarios,41,Bajo,Sí,3.7,Básicos,Diurno,1,2,3,2,1,4,2,2,2,2,1,2,2,2,1,2,2,2,2.1666666666666665,1.8333333333333333,1.8333333333333333,1.9444444444444444,3,2,3,3,2,2,2,3,2,2,4,2,2,2,2,4,2.5,2.5,2.5,2,3,3,1,3,2,1,4,4,4,2,3,3,3,2.142857142857143,3.2857142857142856,2.7142857142857144,3,2,3,3,3,4,3,4,3,2,2.8,3.2,3
LAB-064,Hombre,25,Universitario,Casado/a,0,RM,Comercial,Profesional,Presencial,6,Indefinido,50,Bajo,Sí,3.2,Intermedios,Diurno,2,1,2,2,3,3,1,2,1,2,2,2,2,3,1,2,1,2,2.1666666666666665,1.6666666666666667,1.8333333333333333,1.8888888888888888,2,2,3,2,2,2,2,4,1,1,1,3,2,3,2,1,2.375,1.75,2.0625,3,4,3,4,4,3,4,3,4,3,2,2,4,3,3.5714285714285716,3,3.2857142857142856,2,3,2,3,4,3,3,3,2,2,2.8,2.6,2.7
LAB-065,Mujer,30,Técnico,Conviviente,2,RM,TI,Profesional,Híbrido,6,Plazo fijo,42,Bajo,No,4.2,Básicos,Diurno,2,1,3,1,1,2,2,1,2,2,2,2,3,3,3,2,3,3,1.6666666666666667,1.8333333333333333,2.8333333333333335,2.111111111111111,3,4,4,3,3,4,4,4,4,3,3,3,3,4,4,2,3.625,3.25,3.4375,3,3,3,4,3,4,4,3,3,4,2,4,4,3,3.4285714285714284,3.2857142857142856,3.357142857142857,1,1,2,2,4,2,1,1,2,1,2,1.4,1.7
LAB-066,Hombre,56,Media,Conviviente,4,Otra,RRHH,Jefatura,Híbrido,1,Indefinido,49,Medio,Sí,4.1,Intermedios,Diurno,1,1,1,1,1,2,1,2,1,3,2,1,2,2,2,2,1,1,1.1666666666666667,1.6666666666666667,1.6666666666666667,1.5,4,3,4,3,4,3,4,3,4,3,3,3,4,3,4,3,3.5,3.375,3.4375,3,4,4,3,3,3,3,3,3,3,3,2,3,4,3.2857142857142856,3,3.142857142857143,3,1,1,2,3,3,2,3,2,2,2,2.4,2.2
LAB-067,Hombre,24,Universitario,Soltero/a,2,Valparaíso,Operaciones,Operativo,Híbrido,10,Indefinido,50,Medio,No,4.9,Completos,Nocturno,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,3,2,1,1,2.1666666666666665,1.3888888888888888,3,4,4,3,4,4,3,4,4,3,4,4,4,4,4,4,3.625,3.875,3.75,3,4,4,4,4,4,3,2,3,2,4,2,2,3,3.7142857142857144,2.5714285714285716,3.142857142857143,1,2,3,2,2,3,2,3,2,2,2,2.4,2.2
LAB-068,Hombre,30,Técnico,Casado/a,3,Otra,Operaciones,Operativo,Presencial,10,Plazo fijo,46,Bajo,No,2.4,Básicos,Rotativo,3,1,2,2,2,3,2,2,2,2,2,1,3,2,4,4,4,4,2.1666666666666665,1.8333333333333333,3.5,2.5,2,1,2,1,1,2,2,3,2,3,3,2,2,2,2,3,1.75,2.375,2.0625,3,4,4,4,3,4,3,3,3,3,3,3,3,3,3.5714285714285716,3,3.2857142857142856,3,2,2,3,1,3,3,2,2,3,2.2,2.6,2.4
LAB-069,Mujer,24,Postgrado,Casado/a,2,Valparaíso,Producción,Operativo,Presencial,2,Plazo fijo,20,Bajo,No,4.1,Intermedios,Diurno,1,1,1,1,2,2,2,2,2,2,3,3,2,1,2,2,1,3,1.3333333333333333,2.3333333333333335,1.8333333333333333,1.8333333333333333,2,2,2,2,2,3,2,1,2,3,3,3,2,2,2,4,2,2.625,2.3125,4,3,4,4,3,4,4,3,2,2,4,3,3,3,3.7142857142857144,2.857142857142857,3.2857142857142856,3,3,2,3,4,2,2,2,1,2,3,1.8,2.4
LAB-070,Hombre,22,Técnico,Casado/a,4,RM,RRHH,Profesional,Híbrido,12,Indefinido,36,Bajo,No,3.5,Intermedios,Nocturno,3,3,2,2,3,1,3,3,2,2,3,2,3,2,3,2,2,3,2.3333333333333335,2.5,2.5,2.4444444444444446,2,3,2,2,3,3,3,2,2,3,3,3,3,3,4,4,2.5,3.125,2.8125,2,2,2,3,2,3,3,1,4,3,3,2,1,2,2.4285714285714284,2.2857142857142856,2.357142857142857,2,2,3,2,3,3,3,2,2,3,2.4,2.6,2.5
LAB-071,Mujer,27,Universitario,Soltero/a,1,RM,Comercial,Profesional,Presencial,2,Indefinido,43,Medio,No,3.5,Intermedios,Diurno,3,2,1,2,3,3,3,4,4,3,2,4,3,2,4,3,2,2,2.3333333333333335,3.3333333333333335,2.6666666666666665,2.7777777777777777,2,3,3,2,2,4,3,2,3,4,3,3,3,3,3,3,2.625,3.125,2.875,2,2,3,1,1,1,2,2,2,2,3,2,2,2,1.7142857142857142,2.142857142857143,1.9285714285714286,3,3,3,3,3,2,3,4,3,2,3,2.8,2.9
LAB-072,Hombre,33,Media,Casado/a,2,RM,Comercial,Operativo,Presencial,5,Plazo fijo,42,Medio,No,3.7,Intermedios,Diurno,2,2,2,2,2,3,3,3,2,2,3,2,2,1,1,2,2,1,2.1666666666666665,2.5,1.5,2.0555555555555554,4,3,3,4,3,4,4,4,4,4,4,4,4,4,4,3,3.625,3.875,3.75,3,3,1,3,2,3,2,2,4,3,2,3,3,3,2.4285714285714284,2.857142857142857,2.642857142857143,2,2,2,2,3,2,2,2,1,1,2.2,1.6,1.9
LAB-073,Hombre,52,Técnico,Separado/a,0,RM,Operaciones,Profesional,Híbrido,0,Indefinido,56,Bajo,Sí,1.5,Completos,Rotativo,3,4,3,3,4,3,3,2,4,3,2,2,3,4,1,3,1,2,3.3333333333333335,2.6666666666666665,2.3333333333333335,2.7777777777777777,3,2,2,3,3,2,3,3,1,2,1,2,3,2,2,3,2.625,2,2.3125,3,2,2,2,2,2,3,2,3,2,2,2,2,2,2.2857142857142856,2.142857142857143,2.2142857142857144,4,3,3,2,4,4,4,4,4,2,3.2,3.6,3.4
LAB-074,Mujer,37,Técnico,Casado/a,0,RM,Operaciones,Profesional,Remoto,1,Indefinido,NA,Medio,Sí,2,Completos,Diurno,2,3,3,3,3,1,3,2,2,2,2,3,2,2,3,1,1,2,2.5,2.3333333333333335,1.8333333333333333,2.2222222222222223,2,2,3,2,3,4,3,2,4,4,3,4,3,4,4,3,2.625,3.625,3.125,2,3,1,1,2,2,2,1,2,1,3,3,2,2,1.8571428571428572,2,1.9285714285714286,3,2,1,2,2,1,1,1,2,1,2,1.2,1.6
LAB-075,Hombre,37,Técnico,Conviviente,2,Antofagasta,Producción,Profesional,Híbrido,2,Plazo fijo,45,Alto,No,4.2,Intermedios,Rotativo,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1.3333333333333333,1,1.1666666666666667,1.1666666666666667,3,3,3,2,2,3,3,3,2,4,3,3,3,3,3,2,2.75,2.875,2.8125,2,3,2,2,2,2,1,4,3,4,2,4,4,3,2,3.4285714285714284,2.7142857142857144,2,2,1,2,1,2,2,1,2,3,1.6,2,1.8
LAB-076,Hombre,34,Universitario,Soltero/a,2,Biobío,Comercial,Jefatura,Remoto,3,Plazo fijo,36,Alto,No,4.9,Intermedios,Diurno,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1.3333333333333333,1.1111111111111112,3,4,4,4,4,4,3,2,4,4,4,4,4,4,4,3,3.5,3.875,3.6875,3,3,3,3,3,4,3,3,3,4,4,2,3,3,3.142857142857143,3.142857142857143,3.142857142857143,1,1,1,1,2,1,1,1,1,1,1.2,1,1.1
LAB-077,Hombre,36,Técnico,Otro,0,RM,Finanzas,Operativo,Presencial,8,Indefinido,40,Medio,Sí,3.3,Básicos,Nocturno,1,3,2,2,2,2,2,2,2,3,2,2,3,1,2,3,3,2,2,2.1666666666666665,2.3333333333333335,2.1666666666666665,2,2,4,1,2,2,2,1,1,3,2,2,2,2,3,3,2,2.25,2.125,3,3,4,1,3,2,3,3,2,3,2,2,3,2,2.7142857142857144,2.4285714285714284,2.5714285714285716,3,3,4,3,1,3,4,3,3,3,2.8,3.2,3
LAB-078,Hombre,38,Postgrado,Casado/a,3,Biobío,Finanzas,Gerencia,Presencial,1,Indefinido,44,Medio,Sí,4.6,Completos,Rotativo,2,2,2,2,3,1,1,1,1,1,1,2,1,2,1,1,1,2,2,1.1666666666666667,1.3333333333333333,1.5,3,4,4,3,4,4,4,4,4,4,3,4,4,3,4,3,3.75,3.625,3.6875,4,3,3,3,4,4,3,3,4,3,3,3,3,2,3.4285714285714284,3,3.2142857142857144,2,1,2,1,1,2,2,2,2,2,1.4,2,1.7
LAB-079,Mujer,22,Media,Otro,1,RM,Operaciones,Operativo,Remoto,12,Indefinido,42,Medio,Sí,4,Completos,Diurno,2,2,1,2,2,3,4,1,3,2,1,2,1,1,1,1,1,1,2,2.1666666666666665,1,1.7222222222222223,2,3,3,4,4,4,4,4,4,3,2,3,4,3,2,3,3.5,3,3.25,2,3,3,2,2,3,2,3,2,2,2,3,3,2,2.4285714285714284,2.4285714285714284,2.4285714285714284,3,1,2,3,4,3,3,2,3,3,2.6,2.8,2.7
LAB-080,Mujer,38,Técnico,Soltero/a,2,RM,TI,Profesional,Presencial,0,Indefinido,49,Medio,Sí,3.9,Básicos,Rotativo,2,2,3,1,2,2,1,2,3,2,3,2,3,3,4,3,3,2,2,2.1666666666666665,3,2.388888888888889,3,4,3,4,4,3,3,3,3,4,3,3,3,4,4,2,3.375,3.25,3.3125,3,3,2,4,4,4,3,4,4,3,3,4,4,4,3.2857142857142856,3.7142857142857144,3.5,2,2,3,3,2,3,1,2,2,3,2.4,2.2,2.3
LAB-081,Mujer,44,Técnico,Separado/a,3,Valparaíso,TI,Operativo,Remoto,6,Indefinido,38,Medio,No,4.5,Básicos,Nocturno,2,1,1,2,2,2,3,2,2,3,2,3,2,1,2,2,2,2,1.6666666666666667,2.5,1.8333333333333333,2,3,3,2,3,3,3,4,2,2,4,3,3,2,2,3,1,2.875,2.5,2.6875,3,3,3,2,3,2,2,4,2,3,1,3,2,2,2.5714285714285716,2.4285714285714284,2.5,1,1,2,2,1,1,2,3,2,2,1.4,2,1.7
LAB-082,Mujer,32,Universitario,Soltero/a,3,Biobío,Finanzas,Operativo,Presencial,6,Indefinido,37,Bajo,Sí,3.7,Intermedios,Diurno,3,3,3,2,2,2,1,4,1,2,2,2,2,1,2,2,2,1,2.5,2,1.6666666666666667,2.0555555555555554,2,4,3,2,4,2,2,3,2,2,3,1,2,2,1,2,2.75,1.875,2.3125,1,2,2,1,1,2,1,3,1,1,2,2,2,3,1.4285714285714286,2,1.7142857142857142,3,4,2,3,2,3,3,3,3,3,2.8,3,2.9
LAB-083,Hombre,22,Técnico,Separado/a,1,RM,Operaciones,Jefatura,Híbrido,1,Indefinido,38,Medio,Sí,2,Completos,Rotativo,4,1,3,2,2,2,2,3,3,3,2,2,2,2,2,3,2,2,2.3333333333333335,2.5,2.1666666666666665,2.3333333333333335,4,3,4,3,3,3,4,1,3,3,3,3,3,2,3,1,3.125,2.625,2.875,3,3,4,3,2,2,3,1,2,2,2,3,2,2,2.857142857142857,2,2.4285714285714284,3,3,2,2,2,1,3,2,3,3,2.4,2.4,2.4
LAB-084,Hombre,22,Postgrado,Soltero/a,3,RM,Operaciones,Profesional,Remoto,10,Indefinido,60,Medio,Sí,3.6,Básicos,Diurno,2,1,2,1,2,2,1,2,2,2,2,2,1,3,2,1,2,1,1.6666666666666667,1.8333333333333333,1.6666666666666667,1.7222222222222223,3,3,2,2,3,2,2,2,2,2,3,3,3,2,3,4,2.375,2.75,2.5625,3,2,3,1,4,3,1,1,1,1,1,1,2,1,2.4285714285714284,1.1428571428571428,1.7857142857142858,3,2,2,3,3,2,2,3,4,3,2.6,2.8,2.7
LAB-085,Hombre,44,Media,Casado/a,0,Valparaíso,Producción,Profesional,Remoto,1,Plazo fijo,41,Medio,Sí,4.9,Intermedios,Diurno,2,1,2,1,2,2,1,1,2,2,2,1,3,1,2,2,3,2,1.6666666666666667,1.5,2.1666666666666665,1.7777777777777777,3,4,4,4,4,3,4,3,4,3,3,4,4,3,4,2,3.625,3.375,3.5,4,3,4,4,4,4,4,3,2,3,2,3,3,3,3.857142857142857,2.7142857142857144,3.2857142857142856,1,1,1,1,4,2,1,1,2,1,1.6,1.4,1.5
LAB-086,Mujer,43,Universitario,Otro,3,RM,Operaciones,Operativo,Remoto,10,Indefinido,35,Alto,No,3.1,Básicos,Diurno,2,4,3,2,2,2,2,3,4,3,1,2,1,1,1,2,1,1,2.5,2.5,1.1666666666666667,2.0555555555555554,2,3,2,2,3,2,3,1,2,3,3,2,3,2,3,2,2.25,2.5,2.375,3,2,2,2,2,1,2,3,2,2,2,3,1,2,2,2.142857142857143,2.0714285714285716,3,2,2,3,1,3,1,1,2,3,2.2,2,2.1
LAB-087,Mujer,35,Técnico,Casado/a,0,RM,Comercial,Jefatura,Remoto,4,Indefinido,56,Medio,Sí,2.4,Intermedios,Diurno,2,2,2,2,1,1,2,1,1,2,2,2,3,2,2,3,3,2,1.6666666666666667,1.6666666666666667,2.5,1.9444444444444444,2,2,3,2,4,2,3,4,4,4,3,2,3,4,3,2,2.75,3.125,2.9375,3,2,3,2,3,4,3,3,2,1,2,3,2,2,2.857142857142857,2.142857142857143,2.5,2,3,1,1,1,1,3,1,1,2,1.6,1.6,1.6
LAB-088,Hombre,38,Técnico,Casado/a,4,Valparaíso,Comercial,Operativo,Híbrido,1,Indefinido,50,Bajo,No,2,Intermedios,Diurno,4,3,3,3,3,2,2,3,2,2,1,1,3,2,1,2,3,3,3,1.8333333333333333,2.3333333333333335,2.388888888888889,3,2,3,3,3,3,2,3,3,2,3,2,2,2,2,4,2.75,2.5,2.625,3,2,3,2,2,2,1,2,1,3,2,2,3,3,2.142857142857143,2.2857142857142856,2.2142857142857144,2,3,2,3,2,3,3,3,3,3,2.4,3,2.7
LAB-089,Hombre,33,Media,Soltero/a,2,RM,Operaciones,Operativo,Presencial,NA,Plazo fijo,47,Medio,Sí,4.2,Básicos,Rotativo,1,2,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1.3333333333333333,1.1666666666666667,1.1666666666666667,1.2222222222222223,2,3,2,2,2,2,3,3,3,3,3,4,3,2,3,3,2.375,3,2.6875,3,2,4,4,2,4,3,4,2,4,3,2,4,3,3.142857142857143,3.142857142857143,3.142857142857143,1,1,2,1,3,2,2,2,3,2,1.6,2.2,1.9
LAB-090,Hombre,50,Universitario,Casado/a,1,Valparaíso,Operaciones,Jefatura,Híbrido,1,Plazo fijo,30,Medio,No,4.7,Intermedios,Diurno,1,1,1,1,1,3,2,2,2,2,3,3,2,1,1,1,1,1,1.3333333333333333,2.3333333333333335,1.1666666666666667,1.6111111111111112,2,3,2,4,3,3,3,3,3,2,2,3,3,2,3,2,2.875,2.5,2.6875,3,3,4,4,3,4,3,3,3,3,3,3,4,2,3.4285714285714284,3,3.2142857142857144,1,1,1,2,2,1,3,2,1,3,1.4,2,1.7
LAB-091,Mujer,46,Técnico,Casado/a,5,RM,RRHH,Profesional,Remoto,30,Plazo fijo,35,Bajo,Sí,4.1,Básicos,Rotativo,2,3,2,2,2,4,3,1,2,2,2,1,1,2,1,2,2,2,2.5,1.8333333333333333,1.6666666666666667,2,3,3,3,4,3,2,2,3,3,2,4,4,4,3,3,3,2.875,3.25,3.0625,1,2,2,1,2,3,2,3,2,2,4,1,2,2,1.8571428571428572,2.2857142857142856,2.0714285714285716,2,1,4,2,2,3,4,3,3,4,2.2,3.4,2.8
LAB-092,Mujer,33,Postgrado,Casado/a,1,RM,Operaciones,Profesional,Presencial,3,Indefinido,48,Bajo,Sí,3.1,Intermedios,Rotativo,3,3,3,2,1,2,1,1,2,2,1,2,2,1,2,2,2,1,2.3333333333333335,1.5,1.6666666666666667,1.8333333333333333,3,3,4,4,1,4,2,2,4,3,2,4,4,3,4,3,2.875,3.375,3.125,3,4,3,3,3,2,3,2,2,2,3,1,1,2,3,1.8571428571428572,2.4285714285714284,1,1,1,2,1,2,2,1,2,1,1.2,1.6,1.4
LAB-093,Mujer,33,Media,Casado/a,1,RM,Comercial,Profesional,Presencial,0,Honorarios,27,Medio,Sí,3.3,Completos,Diurno,2,2,2,2,1,3,3,2,3,3,3,3,2,3,3,2,4,4,2,2.8333333333333335,3,2.611111111111111,2,3,3,1,2,2,2,1,3,2,2,3,3,3,3,2,2,2.625,2.3125,1,1,1,2,1,2,1,3,2,4,3,2,3,2,1.2857142857142858,2.7142857142857144,2,2,3,1,1,2,1,2,2,3,2,1.8,2,1.9
LAB-094,Mujer,34,Postgrado,Soltero/a,0,RM,TI,Operativo,Remoto,5,Indefinido,53,Medio,Sí,2,Intermedios,Rotativo,3,3,4,2,2,3,2,4,2,1,1,3,2,2,2,2,1,1,2.8333333333333335,2.1666666666666665,1.6666666666666667,2.2222222222222223,3,3,3,2,2,2,3,2,4,3,1,2,2,2,2,1,2.5,2.125,2.3125,1,2,2,2,1,2,3,1,1,1,2,1,1,2,1.8571428571428572,1.2857142857142858,1.5714285714285714,3,1,2,2,2,2,2,2,3,1,2,2,2
LAB-095,Mujer,38,Postgrado,Soltero/a,3,RM,Comercial,Operativo,Presencial,2,Plazo fijo,57,Medio,Sí,2.1,Intermedios,Diurno,3,3,4,3,3,3,3,2,3,3,2,3,1,2,3,3,2,2,3.1666666666666665,2.6666666666666665,2.1666666666666665,2.6666666666666665,2,4,3,3,3,2,3,2,3,2,3,3,3,2,3,2,2.75,2.625,2.6875,3,3,4,4,3,3,4,2,3,2,2,3,2,3,3.4285714285714284,2.4285714285714284,2.9285714285714284,2,3,2,2,2,2,2,2,2,2,2.2,2,2.1
LAB-096,Hombre,32,Universitario,Soltero/a,0,Valparaíso,Operaciones,Jefatura,Híbrido,5,Honorarios,48,Medio,Sí,1.4,Básicos,Diurno,3,3,3,2,2,3,4,3,3,3,3,2,3,2,4,4,3,3,2.6666666666666665,3,3.1666666666666665,2.9444444444444446,3,3,2,2,3,2,2,2,3,2,1,1,2,2,1,2,2.375,1.75,2.0625,3,3,1,2,2,2,2,3,3,3,3,4,3,3,2.142857142857143,3.142857142857143,2.642857142857143,3,4,3,3,3,2,3,2,3,2,3.2,2.4,2.8
