id,sexo,edad,region_origen,primera_generacion_universitaria,carrera,ano_carrera,promedio_acumulado,creditos_semestre,trabaja,horas_trabajo_semana,tipo_beca,vive_con_familia,distancia_universidad,uso_apoyo_psicologico,satisfaccion_carrera,horas_estudio_semana,actividades_extracurriculares,ere_i01,ere_i02,ere_i03,ere_i04,ere_i05,ere_i06,ere_i07,ere_i08,ere_i09,ere_i10,ere_i11,ere_i12,ere_i13,ere_i14,ere_i15,ere_i16,ere_reevaluacion,ere_supresion,ere_total,eag_i01,eag_i02,eag_i03,eag_i04,eag_i05,eag_i06,eag_i07,eag_i08,eag_i09,eag_i10,eag_i11,eag_i12,eag_i13,eag_i14,eag_conductual,eag_cognitiva,eag_total,epa_i01,epa_i02,epa_i03,epa_i04,epa_i05,epa_i06,epa_i07,epa_i08,epa_i09,epa_i10,epa_i11,epa_i12,epa_postergacion_tareas,epa_postergacion_decisiones,epa_total,cbu_i01,cbu_i02,cbu_i03,cbu_i04,cbu_i05,cbu_i06,cbu_i07,cbu_i08,cbu_i09,cbu_i10,cbu_i11,cbu_i12,cbu_i13,cbu_i14,cbu_i15,cbu_i16,cbu_i17,cbu_i18,cbu_emocional,cbu_vinculacion,cbu_satisfaccion_vital,cbu_total
INV-048,Hombre,25,RM,Sí,Psicología,5°,5.5,43,No,0,Gratuidad,No,Local,No,3,27,Sí,4,4,4,3,4,3,4,4,3,4,3,2,4,3,3,3,3.75,3.125,3.4375,3,3,2,3,3,3,2,3,3,3,4,3,3,3,2.7142857142857144,3.142857142857143,2.9285714285714284,2,2,1,2,2,1,1,1,1,1,1,1,1.6666666666666667,1,1.3333333333333333,2,3,2,2,3,3,3,3,2,2,2,1,2,2,2,2,2,2,2.5,2.1666666666666665,2,2.2222222222222223
INV-049,Mujer,26,RM,No,Psicología,5°,4.9,47,Sí,9,Gratuidad,No,Local,No,4,32,Sí,2,3,3,3,3,3,3,3,3,3,4,3,4,2,4,2,2.875,3.125,3,4,4,4,4,3,4,4,3,4,3,4,4,4,3,3.857142857142857,3.5714285714285716,3.7142857142857144,1,3,2,3,2,1,2,1,2,3,2,3,2,2.1666666666666665,2.0833333333333335,4,4,4,3,2,2,4,4,4,3,4,2,4,3,3,3,3,3,3.1666666666666665,3.5,3.1666666666666665,3.2777777777777777
INV-050,Otro,17,RM,No,Enfermería,1°,3.4,37,Sí,12,Gratuidad,Sí,Desplazado/a,No,2,15,Sí,1,2,2,2,3,2,1,2,3,3,4,3,3,4,2,1,1.875,2.875,2.375,3,2,2,3,2,2,3,3,3,3,2,2,2,4,2.4285714285714284,2.7142857142857144,2.5714285714285716,2,3,2,2,3,2,2,3,1,2,2,1,2.3333333333333335,1.8333333333333333,2.0833333333333335,2,3,1,2,4,3,2,3,2,3,2,1,2,3,2,3,2,3,2.5,2.1666666666666665,2.5,2.388888888888889
INV-051,Mujer,20,Extranjero,Sí,Enfermería,4°,4.2,60,No,0,Otra beca,Sí,Local,No,3,15,No,2,3,3,3,3,2,2,3,2,2,2,2,2,1,2,1,2.625,1.75,2.1875,3,3,3,2,3,2,3,3,2,2,2,2,1,4,2.7142857142857144,2.2857142857142856,2.5,4,4,4,4,4,2,4,4,3,4,3,3,3.6666666666666665,3.5,3.5833333333333335,1,2,1,1,2,2,3,1,2,1,3,3,1,1,1,2,2,1,1.5,2.1666666666666665,1.3333333333333333,1.6666666666666667
INV-052,Hombre,24,RM,No,Trabajo Social,2°,5,43,No,0,Sin beca,Sí,Local,No,2,22,Sí,2,3,2,3,3,2,2,3,1,2,3,3,3,3,3,3,2.5,2.625,2.5625,3,3,2,3,3,4,4,3,3,3,3,3,2,3,3.142857142857143,2.857142857142857,3,3,2,2,2,1,2,3,3,2,2,3,2,2,2.5,2.25,3,2,2,4,3,3,3,3,4,4,3,4,2,3,2,3,2,3,2.8333333333333335,3.5,2.5,2.9444444444444446
INV-053,Hombre,22,Región sur,No,Trabajo Social,5°,4.5,54,Sí,16,Otra beca,No,Desplazado/a,Sí,5,37,No,3,3,2,2,4,2,2,3,2,2,2,1,1,2,2,1,2.625,1.625,2.125,2,2,2,3,2,2,2,3,1,3,3,2,3,2,2.142857142857143,2.4285714285714284,2.2857142857142856,4,3,1,2,3,3,4,1,2,3,3,4,2.6666666666666665,2.8333333333333335,2.75,4,4,3,3,3,4,3,3,4,3,3,3,2,3,2,2,2,2,3.5,3.1666666666666665,2.1666666666666665,2.9444444444444446
INV-054,Mujer,26,Región centro,No,Educación,1°,4.9,52,No,0,Gratuidad,Sí,Local,No,3,2,No,2,1,2,2,1,1,2,2,3,4,2,4,4,4,3,4,1.625,3.5,2.5625,2,3,2,2,3,2,3,2,2,2,2,1,2,4,2.4285714285714284,2.142857142857143,2.2857142857142856,2,2,3,3,2,3,4,4,3,3,3,3,2.5,3.3333333333333335,2.9166666666666665,2,4,3,2,2,2,2,3,1,2,2,4,3,3,2,3,4,3,2.5,2.3333333333333335,3,2.611111111111111
INV-055,Hombre,17,RM,No,Educación,2°,6.5,38,No,0,Gratuidad,Sí,Local,No,4,26,Sí,3,1,3,2,2,2,2,2,1,2,1,1,1,1,2,1,2.125,1.25,1.6875,4,4,3,4,4,3,4,4,3,4,4,4,3,1,3.7142857142857144,3.2857142857142856,3.5,1,3,3,3,2,3,1,2,2,2,2,2,2.5,1.8333333333333333,2.1666666666666665,3,3,2,4,4,4,4,4,3,4,4,3,4,3,4,2,3,3,3.3333333333333335,3.6666666666666665,3.1666666666666665,3.388888888888889
INV-056,Hombre,23,Extranjero,No,Trabajo Social,2°,4.2,42,No,0,Gratuidad,No,Local,No,2,16,No,1,2,1,1,1,1,1,1,2,3,3,2,2,2,2,2,1.125,2.25,1.6875,2,3,3,2,4,3,3,3,3,3,3,2,3,4,2.857142857142857,3,2.9285714285714284,2,2,2,1,2,2,2,1,2,2,2,1,1.8333333333333333,1.6666666666666667,1.75,2,2,1,2,2,3,2,2,2,2,2,2,3,2,3,2,2,3,2,2,2.5,2.1666666666666665
INV-057,Mujer,19,RM,No,Enfermería,4°,3.8,35,No,0,Sin beca,Sí,Desplazado/a,No,2,13,No,2,2,1,1,2,2,1,3,3,3,3,3,2,3,3,3,1.75,2.875,2.3125,2,4,2,3,2,2,3,2,3,2,1,2,1,3,2.5714285714285716,2,2.2857142857142856,2,2,3,4,3,4,2,2,1,2,3,2,3,2,2.5,2,3,1,2,2,2,4,4,3,3,3,3,3,3,3,2,3,3,2,3.3333333333333335,2.8333333333333335,2.7222222222222223
INV-058,Mujer,23,RM,No,Educación,3°,5.8,47,Sí,19,Otra beca,No,Desplazado/a,No,3,21,Sí,3,4,3,4,2,1,3,4,3,3,2,3,3,3,3,3,3,2.875,2.9375,2,3,2,3,3,3,3,3,2,2,3,3,2,2,2.7142857142857144,2.4285714285714284,2.5714285714285716,2,1,1,1,1,2,1,2,1,3,1,1,1.3333333333333333,1.5,1.4166666666666667,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2.1666666666666665,2,2,2.0555555555555554
INV-059,Mujer,18,RM,Sí,Psicología,3°,3.4,47,Sí,22,Gratuidad,No,Local,No,1,13,Sí,2,2,2,2,2,1,1,2,2,3,4,3,2,2,3,4,1.75,2.875,2.3125,2,3,3,2,3,3,3,2,3,2,3,3,3,4,2.7142857142857144,2.857142857142857,2.7857142857142856,4,3,3,3,3,2,3,3,2,2,4,4,3,3,3,2,3,3,2,2,3,2,2,1,4,2,2,3,2,2,1,1,3,2.5,2.1666666666666665,2,2.2222222222222223
INV-060,Hombre,26,Extranjero,No,Trabajo Social,2°,4.3,34,No,0,Otra beca,Sí,Local,No,3,13,No,3,3,3,1,3,3,3,1,2,3,3,3,3,4,4,1,2.5,2.875,2.6875,2,2,3,3,3,2,2,4,4,3,3,3,3,3,2.4285714285714284,3.2857142857142856,2.857142857142857,3,2,3,3,3,1,3,3,4,3,4,3,2.5,3.3333333333333335,2.9166666666666665,4,3,4,2,2,4,3,4,2,3,3,3,3,4,3,3,3,3,3.1666666666666665,3,3.1666666666666665,3.111111111111111
INV-061,Hombre,20,RM,No,Psicología,3°,3.9,60,No,0,Beca excelencia,No,Desplazado/a,No,3,23,No,1,1,1,1,2,1,1,1,1,2,1,3,2,2,2,2,1.125,1.875,1.5,3,1,2,3,3,2,2,2,2,4,4,3,3,4,2.2857142857142856,3.142857142857143,2.7142857142857144,4,2,2,3,3,1,3,3,2,2,3,2,2.5,2.5,2.5,3,3,2,3,2,3,3,3,2,4,3,3,3,2,3,1,2,2,2.6666666666666665,3,2.1666666666666665,2.611111111111111
INV-062,Mujer,21,Región norte,No,Educación,1°,3.9,27,No,0,Otra beca,No,Local,Sí,2,3,Sí,2,3,3,3,3,2,3,2,3,3,3,2,3,3,2,3,2.625,2.75,2.6875,2,3,3,1,2,3,2,2,2,2,2,2,2,4,2.2857142857142856,2.2857142857142856,2.2857142857142856,2,2,2,3,2,3,3,2,4,3,2,3,2.3333333333333335,2.8333333333333335,2.5833333333333335,4,4,4,2,4,2,3,2,3,4,3,3,3,3,3,2,3,3,3.3333333333333335,3,2.8333333333333335,3.0555555555555554
INV-063,Mujer,21,Región norte,No,Psicología,2°,6.4,34,No,0,Otra beca,Sí,Local,No,4,19,No,1,3,3,3,3,2,3,4,3,1,2,1,2,2,2,2,2.75,1.875,2.3125,2,3,2,2,2,3,3,3,2,3,3,3,4,3,2.4285714285714284,3,2.7142857142857144,1,1,1,2,2,3,3,2,2,2,1,3,1.6666666666666667,2.1666666666666665,1.9166666666666667,3,2,3,4,2,3,2,2,3,3,3,1,4,4,3,3,4,4,2.8333333333333335,2.3333333333333335,3.6666666666666665,2.9444444444444446
INV-064,Hombre,17,Extranjero,Sí,Enfermería,3°,4.2,54,No,0,Gratuidad,Sí,Desplazado/a,No,3,21,No,1,2,3,3,4,3,2,3,2,3,2,2,1,2,4,3,2.625,2.375,2.5,3,4,3,3,4,3,4,4,4,4,2,4,2,3,3.4285714285714284,3.2857142857142856,3.357142857142857,4,2,3,2,2,2,2,2,2,2,3,3,2.5,2.3333333333333335,2.4166666666666665,3,4,3,4,4,4,3,3,4,4,3,3,4,3,4,3,3,3,3.6666666666666665,3.3333333333333335,3.3333333333333335,3.4444444444444446
INV-065,Mujer,21,Región norte,Sí,Psicología,1°,3.4,60,No,0,Otra beca,No,Desplazado/a,No,2,12,No,2,2,2,2,2,3,1,3,3,2,2,3,2,2,3,1,2.125,2.25,2.1875,1,2,3,1,1,2,1,2,3,3,4,3,3,2,1.5714285714285714,2.857142857142857,2.2142857142857144,3,4,3,4,4,2,2,2,4,3,3,3,3.3333333333333335,2.8333333333333335,3.0833333333333335,4,3,3,4,3,3,3,4,2,3,4,2,2,4,4,2,3,3,3.3333333333333335,3,3,3.111111111111111
INV-066,Hombre,20,Región centro,No,Educación,2°,3.9,60,No,0,Gratuidad,Sí,Desplazado/a,No,2,29,No,2,2,1,2,2,1,3,2,1,1,1,1,1,1,2,3,1.875,1.375,1.625,3,2,3,3,3,4,4,2,3,3,3,4,3,2,3.142857142857143,2.857142857142857,3,2,2,2,3,2,2,1,3,3,3,3,2,2.1666666666666665,2.5,2.3333333333333335,2,2,3,2,1,2,2,3,2,2,2,3,2,2,3,2,2,3,2,2.3333333333333335,2.3333333333333335,2.2222222222222223
INV-067,Mujer,24,RM,No,Psicología,5°,4.4,50,Sí,21,Beca excelencia,No,Local,No,2,6,No,3,2,1,2,3,3,2,2,3,3,3,2,2,2,3,4,2.25,2.75,2.5,3,3,4,3,2,3,3,2,1,4,3,3,2,4,3,2.7142857142857144,2.857142857142857,3,2,3,2,1,4,3,3,1,1,2,3,2.5,2.1666666666666665,2.3333333333333335,2,3,2,3,3,3,2,2,3,2,3,2,3,4,3,3,2,3,2.6666666666666665,2.3333333333333335,3,2.6666666666666665
INV-068,Mujer,21,Región sur,Sí,Otra,1°,5.8,22,No,0,Gratuidad,No,Local,Sí,4,28,No,4,4,2,3,1,3,3,3,2,2,1,2,2,2,3,2,2.875,2,2.4375,4,2,3,2,4,2,1,3,3,2,3,3,2,3,2.5714285714285716,2.7142857142857144,2.642857142857143,3,3,2,1,3,2,2,2,3,3,3,3,2.3333333333333335,2.6666666666666665,2.5,3,3,3,3,3,4,2,2,4,2,3,2,3,3,3,2,4,4,3.1666666666666665,2.5,3.1666666666666665,2.9444444444444446
INV-069,Mujer,21,RM,Sí,Otra,1°,4.7,47,Sí,5,Gratuidad,No,Local,No,4,34,No,3,4,4,3,4,3,4,3,2,2,2,1,2,1,1,2,3.5,1.625,2.5625,4,3,3,3,3,4,3,3,4,3,4,4,3,3,3.2857142857142856,3.4285714285714284,3.357142857142857,3,2,3,3,2,3,3,3,3,2,2,2,2.6666666666666665,2.5,2.5833333333333335,2,2,3,2,4,2,2,3,4,3,4,3,3,2,2,3,2,4,2.5,3.1666666666666665,2.6666666666666665,2.7777777777777777
INV-070,Mujer,22,RM,Sí,Educación,4°,4.4,45,Sí,18,Gratuidad,Sí,Local,Sí,3,14,Sí,2,1,2,1,3,2,2,2,3,4,4,4,4,4,4,3,1.875,3.75,2.8125,2,3,2,4,4,3,2,2,3,4,3,3,3,4,2.857142857142857,3.142857142857143,3,3,2,2,2,2,3,2,2,2,3,2,3,2.3333333333333335,2.3333333333333335,2.3333333333333335,4,3,4,4,3,3,4,3,4,4,4,4,3,3,3,3,2,4,3.5,3.8333333333333335,3,3.4444444444444446
INV-071,Mujer,20,RM,No,Educación,2°,4.2,45,Sí,20,Beca excelencia,No,Local,No,3,15,Sí,3,3,2,3,2,3,3,1,3,2,2,2,3,3,2,4,2.5,2.625,2.5625,3,2,2,3,2,4,2,3,4,3,3,4,4,3,2.5714285714285716,3.4285714285714284,3,3,3,4,3,2,3,1,2,2,1,2,3,3,1.8333333333333333,2.4166666666666665,2,3,3,2,3,2,2,3,3,2,2,3,2,3,3,2,3,2,2.5,2.5,2.5,2.5
INV-072,Mujer,17,Extranjero,No,Educación,1°,6.5,43,Sí,22,Sin beca,Sí,Local,No,3,23,No,4,3,3,4,3,4,2,4,2,3,2,3,3,4,3,2,3.375,2.75,3.0625,3,2,3,3,2,4,3,2,3,2,2,3,3,2,2.857142857142857,2.4285714285714284,2.642857142857143,2,4,3,4,3,2,3,2,3,2,2,3,3,2.5,2.75,3,2,3,4,4,2,3,4,4,2,3,3,3,4,4,3,3,3,3,3.1666666666666665,3.3333333333333335,3.1666666666666665
INV-073,Otro,21,Región centro,Sí,Trabajo Social,1°,5.3,35,Sí,5,Gratuidad,No,Local,No,2,2,No,1,1,1,1,1,2,1,3,3,2,3,2,4,2,2,1,1.375,2.375,1.875,2,2,1,3,2,2,3,2,2,2,2,2,4,2,2.142857142857143,2.2857142857142856,2.2142857142857144,3,3,3,3,2,4,3,2,3,3,3,3,3,2.8333333333333335,2.9166666666666665,2,3,3,3,3,3,2,1,3,2,3,3,3,3,3,3,3,2,2.8333333333333335,2.3333333333333335,2.8333333333333335,2.6666666666666665
INV-074,Mujer,23,RM,Sí,Otra,4°,NA,28,No,0,Sin beca,Sí,Desplazado/a,No,3,28,No,3,2,3,3,4,4,4,3,1,1,1,1,2,1,1,3,3.25,1.375,2.3125,4,3,4,4,4,4,4,3,3,2,3,3,4,3,3.857142857142857,3,3.4285714285714284,1,2,2,2,2,2,3,2,3,3,2,3,1.8333333333333333,2.6666666666666665,2.25,3,2,3,3,3,2,3,3,2,1,3,2,2,3,3,2,2,2,2.6666666666666665,2.3333333333333335,2.3333333333333335,2.4444444444444446
INV-075,Mujer,20,Región sur,Sí,Psicología,2°,4.8,32,Sí,27,Gratuidad,Sí,Local,No,3,28,No,3,3,3,3,3,3,4,3,3,3,3,2,2,2,3,2,3.125,2.5,2.8125,2,2,4,4,4,4,2,4,3,3,3,4,3,3,3.142857142857143,3.2857142857142856,3.2142857142857144,1,2,1,1,1,2,3,2,1,2,3,1,1.3333333333333333,2,1.6666666666666667,3,2,3,3,2,3,3,4,2,3,3,4,3,4,3,4,4,3,2.6666666666666665,3.1666666666666665,3.5,3.111111111111111
INV-076,Hombre,17,Región centro,No,Enfermería,5°,5.7,49,No,0,Gratuidad,No,Desplazado/a,No,2,9,No,2,1,1,2,1,2,2,1,2,3,3,2,2,2,3,2,1.5,2.375,1.9375,3,4,2,3,3,2,4,3,3,3,3,4,3,2,3,3,3,2,2,2,3,4,2,1,2,1,3,2,2,2.5,1.8333333333333333,2.1666666666666665,3,3,2,3,3,3,3,3,3,4,3,2,3,3,4,3,4,4,2.8333333333333335,3,3.5,3.111111111111111
INV-077,Mujer,20,RM,No,Enfermería,2°,NA,39,Sí,20,Gratuidad,No,Local,No,5,8,No,2,2,2,3,2,2,1,3,3,3,4,3,4,2,4,3,2.125,3.25,2.6875,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,3.7142857142857144,3.857142857142857,1,1,2,2,1,2,1,2,2,1,1,1,1.5,1.3333333333333333,1.4166666666666667,2,2,3,3,3,3,4,3,3,2,4,3,4,3,4,3,3,4,2.6666666666666665,3.1666666666666665,3.5,3.111111111111111
INV-078,Hombre,18,RM,No,Psicología,2°,3.2,35,Sí,24,Gratuidad,Sí,Local,No,2,24,Sí,3,4,2,3,4,3,2,3,3,2,3,2,3,1,2,3,3,2.375,2.6875,3,2,2,3,3,3,3,1,2,2,2,3,3,3,2.7142857142857144,2.2857142857142856,2.5,2,2,3,3,2,3,3,4,4,3,4,3,2.5,3.5,3,3,2,4,2,2,2,4,2,3,2,2,4,3,3,3,2,2,3,2.5,2.8333333333333335,2.6666666666666665,2.6666666666666665
INV-079,Mujer,23,Región sur,Sí,Trabajo Social,5°,3.3,26,Sí,15,Gratuidad,Sí,Local,No,4,20,No,2,2,2,3,2,2,2,1,3,2,2,2,2,2,1,2,2,2,2,4,3,3,4,3,2,3,2,3,2,2,3,2,2,3.142857142857143,2.2857142857142856,2.7142857142857144,4,4,4,3,3,2,3,2,4,1,2,3,3.3333333333333335,2.5,2.9166666666666665,2,4,3,4,3,2,2,3,3,3,4,2,2,3,3,4,4,4,3,2.8333333333333335,3.3333333333333335,3.0555555555555554
INV-080,Mujer,21,Región centro,Sí,Psicología,4°,3.5,34,Sí,21,Sin beca,Sí,Desplazado/a,No,1,NA,No,2,3,1,1,1,2,2,1,3,4,3,3,3,3,3,3,1.625,3.125,2.375,1,1,1,1,1,1,2,1,1,2,1,2,1,3,1.1428571428571428,1.5714285714285714,1.3571428571428572,2,4,3,4,3,3,3,3,4,4,2,4,3.1666666666666665,3.3333333333333335,3.25,2,1,1,2,1,1,1,3,4,3,2,2,2,2,1,2,2,2,1.3333333333333333,2.5,1.8333333333333333,1.8888888888888888
INV-081,Mujer,21,RM,No,Psicología,3°,5.6,60,Sí,12,Otra beca,No,Desplazado/a,No,2,5,No,2,2,2,2,1,2,2,2,3,2,3,4,3,4,2,3,1.875,3,2.4375,2,2,3,2,3,2,3,2,3,2,3,3,2,1,2.4285714285714284,2.2857142857142856,2.357142857142857,4,3,3,3,2,2,4,4,4,4,4,3,2.8333333333333335,3.8333333333333335,3.3333333333333335,2,1,1,2,2,2,2,1,3,3,3,3,2,2,3,2,1,1,1.6666666666666667,2.5,1.8333333333333333,2
INV-082,Otro,19,RM,Sí,Psicología,1°,5.5,22,No,0,Gratuidad,Sí,Desplazado/a,Sí,3,15,No,4,4,3,3,2,3,4,2,2,3,1,2,2,1,1,1,3.125,1.625,2.375,1,3,2,1,2,2,2,2,3,3,2,3,2,3,1.8571428571428572,2.5714285714285716,2.2142857142857144,2,2,2,2,1,1,2,2,2,2,3,2,1.6666666666666667,2.1666666666666665,1.9166666666666667,2,3,1,3,2,3,4,3,3,3,4,3,2,3,3,3,3,3,2.3333333333333335,3.3333333333333335,2.8333333333333335,2.8333333333333335
INV-083,Mujer,17,Región sur,No,Educación,1°,5.9,NA,No,0,Sin beca,No,Desplazado/a,No,3,10,Sí,3,3,3,2,3,3,3,2,2,4,3,3,3,2,3,1,2.75,2.625,2.6875,2,3,4,2,4,2,3,2,2,2,1,2,1,3,2.857142857142857,1.8571428571428572,2.357142857142857,3,2,2,3,3,3,2,3,3,1,4,3,2.6666666666666665,2.6666666666666665,2.6666666666666665,2,3,3,2,3,2,3,2,2,3,2,3,2,2,3,3,1,1,2.5,2.5,2,2.3333333333333335
INV-084,Hombre,24,RM,No,Enfermería,4°,5.7,NA,No,0,Gratuidad,Sí,Local,No,2,2,No,1,2,2,3,2,2,2,1,4,3,4,3,3,3,3,2,1.875,3.125,2.5,1,2,4,3,3,2,2,3,4,2,3,3,2,4,2.4285714285714284,3,2.7142857142857144,3,4,4,3,3,3,3,3,4,3,3,3,3.3333333333333335,3.1666666666666665,3.25,3,2,3,2,2,3,2,3,1,2,2,3,2,2,2,1,3,3,2.5,2.1666666666666665,2.1666666666666665,2.2777777777777777
INV-085,Mujer,20,Región norte,Sí,Psicología,5°,6.1,51,No,0,Beca excelencia,Sí,Local,No,4,36,No,2,3,3,3,3,4,2,2,2,2,2,3,3,2,3,3,2.75,2.5,2.625,4,4,4,3,3,3,4,4,2,3,3,2,4,4,3.5714285714285716,3.142857142857143,3.357142857142857,2,2,2,3,2,1,3,2,1,1,3,1,2,1.8333333333333333,1.9166666666666667,4,4,3,3,4,3,4,4,3,4,4,3,4,3,4,4,3,2,3.5,3.6666666666666665,3.3333333333333335,3.5
INV-086,Mujer,17,Región centro,No,Otra,1°,5.6,43,No,0,Sin beca,No,Desplazado/a,Sí,2,17,Sí,3,4,3,3,3,3,3,2,3,3,2,2,2,2,2,4,3,2.5,2.75,2,2,1,1,2,2,2,1,2,2,1,1,1,2,1.7142857142857142,1.4285714285714286,1.5714285714285714,3,3,3,1,2,2,3,3,2,2,2,3,2.3333333333333335,2.5,2.4166666666666665,4,2,2,3,4,3,3,2,2,3,3,4,3,4,3,3,3,2,3,2.8333333333333335,3,2.9444444444444446
INV-087,Mujer,27,RM,No,Otra,3°,5.9,50,Sí,30,Gratuidad,Sí,Desplazado/a,No,4,21,Sí,2,2,1,1,1,1,1,2,4,4,2,4,2,4,3,3,1.375,3.25,2.3125,3,1,3,2,2,2,3,2,3,3,3,2,3,2,2.2857142857142856,2.5714285714285716,2.4285714285714284,3,3,3,3,2,3,2,3,2,3,3,2,2.8333333333333335,2.5,2.6666666666666665,3,2,3,2,2,2,2,2,3,2,2,1,2,2,2,3,3,2,2.3333333333333335,2,2.3333333333333335,2.2222222222222223
INV-088,Hombre,18,RM,No,Enfermería,2°,6.5,NA,No,0,Sin beca,Sí,Local,Sí,5,33,Sí,4,3,3,2,3,3,3,2,3,2,2,3,3,2,3,3,2.875,2.625,2.75,3,3,3,4,4,4,3,3,4,3,2,3,3,4,3.4285714285714284,3.142857142857143,3.2857142857142856,2,2,1,3,1,1,2,1,3,1,1,2,1.6666666666666667,1.6666666666666667,1.6666666666666667,3,4,4,4,4,4,4,4,4,4,4,3,3,3,3,2,4,3,3.8333333333333335,3.8333333333333335,3,3.5555555555555554
INV-089,Mujer,20,RM,No,Educación,2°,6.4,38,No,0,Gratuidad,No,Desplazado/a,No,5,13,Sí,1,3,2,3,3,2,2,2,2,2,3,1,2,1,3,1,2.25,1.875,2.0625,4,3,4,3,3,4,4,4,3,4,4,3,3,2,3.5714285714285716,3.2857142857142856,3.4285714285714284,2,2,2,3,3,4,2,2,1,2,2,3,2.6666666666666665,2,2.3333333333333335,4,4,4,4,3,4,4,4,3,4,4,3,3,2,4,4,4,4,3.8333333333333335,3.6666666666666665,3.5,3.6666666666666665
INV-090,Mujer,18,Región norte,No,Trabajo Social,5°,4.2,35,No,0,Sin beca,Sí,Local,No,4,38,No,2,2,3,2,2,2,1,1,1,1,2,2,2,1,1,3,1.875,1.625,1.75,2,2,4,3,2,3,2,3,3,1,2,3,2,3,2.5714285714285716,2.4285714285714284,2.5,2,2,1,2,1,3,2,3,2,2,2,2,1.8333333333333333,2.1666666666666665,2,4,3,3,3,2,3,2,2,4,2,2,4,3,2,3,3,2,3,3,2.6666666666666665,2.6666666666666665,2.7777777777777777
INV-091,Mujer,21,RM,Sí,Otra,3°,4.7,44,No,0,Sin beca,No,Desplazado/a,Sí,2,40,Sí,2,3,2,3,2,3,1,1,3,4,4,2,3,3,4,3,2.125,3.25,2.6875,2,2,2,1,2,2,1,1,2,2,2,2,2,2,1.7142857142857142,1.8571428571428572,1.7857142857142858,3,2,2,2,2,1,2,3,2,3,2,2,2,2.3333333333333335,2.1666666666666665,3,3,3,3,4,4,3,3,3,3,4,4,4,3,4,3,4,4,3.3333333333333335,3.3333333333333335,3.6666666666666665,3.4444444444444446
INV-092,Hombre,19,Región centro,Sí,Enfermería,5°,4.5,60,No,0,Beca excelencia,Sí,Desplazado/a,No,3,15,Sí,2,1,2,1,2,2,3,3,2,3,2,2,3,3,1,2,2,2.25,2.125,2,2,3,3,3,3,2,2,2,2,3,3,2,2,2.5714285714285716,2.2857142857142856,2.4285714285714284,2,2,2,4,3,2,3,3,3,3,3,3,2.5,3,2.75,4,3,3,3,3,3,4,4,4,4,4,2,3,3,2,2,3,3,3.1666666666666665,3.6666666666666665,2.6666666666666665,3.1666666666666665
INV-093,Hombre,25,Región sur,No,Educación,3°,6.9,56,No,0,Otra beca,Sí,Local,Sí,5,38,No,3,3,2,2,2,2,3,1,4,3,3,4,3,2,3,4,2.25,3.25,2.75,3,2,4,3,4,3,3,3,3,2,3,2,3,4,3.142857142857143,2.857142857142857,3,1,2,1,2,1,1,2,1,1,2,2,2,1.3333333333333333,1.6666666666666667,1.5,4,4,4,4,3,3,4,4,4,3,2,3,4,4,4,3,3,3,3.6666666666666665,3.3333333333333335,3.5,3.5
INV-094,Hombre,24,Región centro,No,Trabajo Social,3°,6.2,44,Sí,20,Otra beca,No,Local,No,2,29,Sí,3,3,2,3,4,3,3,3,2,2,3,1,2,3,1,4,3,2.25,2.625,3,4,3,2,2,3,3,3,1,3,3,3,2,3,2.857142857142857,2.5714285714285716,2.7142857142857144,4,2,2,4,3,2,3,3,3,3,3,2,2.8333333333333335,2.8333333333333335,2.8333333333333335,2,2,2,2,3,2,2,2,1,2,1,2,2,3,2,2,3,1,2.1666666666666665,1.6666666666666667,2.1666666666666665,2
INV-095,Hombre,17,RM,No,Enfermería,3°,4.1,60,Sí,11,Gratuidad,No,Desplazado/a,No,2,29,Sí,2,2,2,1,2,2,1,2,4,3,2,2,3,2,3,2,1.75,2.625,2.1875,3,2,2,3,2,3,2,2,3,2,1,2,2,3,2.4285714285714284,2.142857142857143,2.2857142857142856,4,3,2,4,3,2,3,3,2,2,2,2,3,2.3333333333333335,2.6666666666666665,1,2,2,3,2,2,2,2,2,2,1,4,2,1,1,3,1,2,2,2.1666666666666665,1.6666666666666667,1.9444444444444444
INV-096,Mujer,17,Región sur,Sí,Psicología,4°,4.5,22,Sí,14,Beca excelencia,Sí,Desplazado/a,Sí,5,34,No,3,2,2,2,3,2,2,4,1,1,2,2,1,1,2,1,2.5,1.375,1.9375,2,3,4,3,4,4,3,4,3,3,2,3,3,3,3.2857142857142856,3,3.142857142857143,1,1,1,1,2,3,1,1,1,1,1,1,1.5,1,1.25,4,3,4,2,3,3,3,3,3,3,3,3,3,4,4,3,2,3,3.1666666666666665,3,3.1666666666666665,3.111111111111111
INV-097,Mujer,18,Región sur,No,Psicología,5°,6.4,26,Sí,7,Gratuidad,Sí,Local,No,3,29,No,3,2,2,4,3,3,3,2,3,3,3,4,2,3,2,4,2.75,3,2.875,3,2,2,3,4,3,3,3,3,4,3,4,3,2,2.857142857142857,3.142857142857143,3,2,3,2,2,1,2,2,1,1,1,2,1,2,1.3333333333333333,1.6666666666666667,3,3,3,4,4,4,3,3,3,2,3,1,2,3,3,3,3,3,3.5,2.5,2.8333333333333335,2.9444444444444446
