id,sexo,edad,nivel_educacional,estado_civil,n_hijos,region,tipo_organizacion,anos_residencia,tipo_zona,nivel_ses,acceso_servicios_basicos,victima_delito_anio,confianza_carabineros,confianza_municipio,anos_en_organizacion,cargo_directivo,actividad_laboral,migrante,acceso_areas_verdes,esc_i01,esc_i02,esc_i03,esc_i04,esc_i05,esc_i06,esc_i07,esc_i08,esc_i09,esc_i10,esc_i11,esc_i12,esc_i13,esc_i14,esc_i15,esc_i16,esc_pertenencia,esc_influencia,esc_total,ecs_i01,ecs_i02,ecs_i03,ecs_i04,ecs_i05,ecs_i06,ecs_i07,ecs_i08,ecs_i09,ecs_i10,ecs_i11,ecs_i12,ecs_i13,ecs_i14,ecs_i15,ecs_i16,ecs_i17,ecs_i18,ecs_redes_apoyo,ecs_confianza,ecs_normas_reciprocidad,ecs_total,ebc_i01,ebc_i02,ebc_i03,ebc_i04,ebc_i05,ebc_i06,ebc_i07,ebc_i08,ebc_i09,ebc_i10,ebc_i11,ebc_i12,ebc_i13,ebc_i14,ebc_satisfaccion_barrio,ebc_cohesion,ebc_total,cps_i01,cps_i02,cps_i03,cps_i04,cps_i05,cps_i06,cps_i07,cps_i08,cps_i09,cps_i10,cps_i11,cps_i12,cps_formal,cps_informal,cps_total
SC-046,Hombre,26,Básica,Soltero/a,2,RM,Org. social,38,Urbano,Bajo,Sí,No,4,4,9,Sí,Jubilado/a,No,No,4,3,2,3,3,3,4,3,4,4,4,4,3,3,4,2,3.125,3.5,3.3125,3,3,3,3,4,3,4,3,4,4,2,3,3,2,3,4,3,3,3.1666666666666665,3.3333333333333335,3,3.1666666666666665,4,4,4,4,4,4,4,3,4,4,3,3,4,2,4,3.2857142857142856,3.642857142857143,3,3,3,3,3,3,3,2,3,3,2,3,3,2.6666666666666665,2.8333333333333335
SC-047,Hombre,28,Técnico,Soltero/a,3,Valparaíso,Junta vecinos,10,Urbano,Bajo,No,No,3,3,9,No,Empleado/a,No,No,3,3,3,4,2,2,3,2,3,3,3,3,3,2,3,3,2.75,2.875,2.8125,2,2,3,2,1,2,2,3,3,3,2,3,1,2,3,3,2,2,2,2.6666666666666665,2.1666666666666665,2.2777777777777777,1,2,1,1,1,2,2,1,1,1,2,1,2,1,1.4285714285714286,1.2857142857142858,1.3571428571428572,2,1,2,2,2,2,2,3,2,2,3,2,1.8333333333333333,2.3333333333333335,2.0833333333333335
SC-048,Hombre,52,Universitario,Conviviente,2,Valparaíso,Junta vecinos,15,Urbano,Bajo,Sí,No,2,2,22,No,Desempleado/a,No,No,2,3,3,2,2,3,2,4,2,2,2,2,3,3,4,3,2.625,2.625,2.625,3,3,3,2,2,4,4,3,4,2,3,3,1,2,2,2,2,2,2.8333333333333335,3.1666666666666665,1.8333333333333333,2.611111111111111,2,2,2,3,2,2,2,2,1,2,2,1,2,2,2.142857142857143,1.7142857142857142,1.9285714285714286,3,4,3,2,4,3,1,1,1,1,2,2,3.1666666666666665,1.3333333333333333,2.25
SC-049,Otro,78,Universitario,Separado/a,5,RM,Cooperativa,1,Semi-rural,Medio,Sí,No,2,5,5,Sí,Independiente,No,Sí,3,4,4,3,3,3,3,4,3,3,4,3,2,4,4,4,3.375,3.375,3.375,3,3,2,2,3,2,2,2,2,1,2,2,4,3,3,4,3,2,2.5,1.8333333333333333,3.1666666666666665,2.5,2,2,3,3,3,4,2,3,2,3,2,2,3,3,2.7142857142857144,2.5714285714285716,2.642857142857143,3,3,2,3,4,3,3,3,3,3,3,4,3,3.1666666666666665,3.0833333333333335
SC-050,Hombre,58,Técnico,Separado/a,4,RM,Club deportivo,15,Urbano,Medio,Sí,Sí,2,3,12,No,Independiente,Sí,No,2,4,2,3,4,2,3,2,2,4,4,4,3,4,3,3,2.75,3.375,3.0625,3,1,3,4,2,3,1,2,2,2,4,2,2,1,2,2,3,1,2.6666666666666665,2.1666666666666665,1.8333333333333333,2.2222222222222223,2,3,2,3,2,2,1,2,2,2,3,2,1,2,2.142857142857143,2,2.0714285714285716,2,1,1,1,2,2,1,2,1,2,1,1,1.5,1.3333333333333333,1.4166666666666667
SC-051,Hombre,38,Técnico,Soltero/a,4,Valparaíso,Junta vecinos,4,Semi-rural,Medio,No,No,2,2,9,No,Empleado/a,No,Sí,2,3,2,2,2,2,4,3,3,3,3,2,2,2,2,2,2.5,2.375,2.4375,2,3,3,3,2,2,4,2,2,3,2,2,4,4,3,4,3,4,2.5,2.5,3.6666666666666665,2.888888888888889,2,2,2,3,2,2,3,4,4,3,3,2,3,2,2.2857142857142856,3,2.642857142857143,2,2,2,2,3,1,1,1,2,1,1,2,2,1.3333333333333333,1.6666666666666667
SC-052,Mujer,54,Técnico,Separado/a,1,RM,Junta vecinos,2,Rural,Bajo,No,No,5,3,1,No,Independiente,No,Sí,4,2,4,3,4,3,2,3,3,3,3,4,3,4,4,3,3.125,3.375,3.25,3,2,4,3,3,3,3,2,2,3,3,3,4,3,4,3,3,2,3,2.6666666666666665,3.1666666666666665,2.9444444444444446,2,3,3,3,4,3,2,4,4,4,4,3,3,3,2.857142857142857,3.5714285714285716,3.2142857142857144,3,3,3,2,3,4,3,3,3,3,2,3,3,2.8333333333333335,2.9166666666666665
SC-053,Mujer,45,Media,Casado/a,2,RM,Junta vecinos,7,Urbano,Medio,No,Sí,4,3,3,No,Empleado/a,No,Sí,2,3,3,2,3,2,3,2,3,4,4,4,2,4,3,4,2.5,3.5,3,3,3,3,4,3,3,2,2,2,2,3,3,4,4,4,3,4,3,3.1666666666666665,2.3333333333333335,3.6666666666666665,3.0555555555555554,2,2,2,3,3,4,3,1,3,2,3,3,4,3,2.7142857142857144,2.7142857142857144,2.7142857142857144,4,3,3,3,2,2,1,2,3,2,3,1,2.8333333333333335,2,2.4166666666666665
SC-054,Mujer,70,Media,Casado/a,2,Otra,Org. social,6,Urbano,Bajo,No,No,4,3,3,No,Empleado/a,Sí,Sí,4,2,2,2,3,4,3,1,2,2,2,3,2,2,3,3,2.625,2.375,2.5,4,3,4,4,4,3,3,3,2,2,4,3,2,4,3,4,3,4,3.6666666666666665,2.8333333333333335,3.3333333333333335,3.2777777777777777,3,1,3,3,3,2,2,4,3,3,3,3,3,2,2.4285714285714284,3,2.7142857142857144,4,3,3,2,1,1,3,3,3,4,3,3,2.3333333333333335,3.1666666666666665,2.75
SC-055,Mujer,30,Media,Separado/a,0,Otra,Voluntariado,2,Urbano,Bajo,No,No,3,3,1,No,Empleado/a,No,Sí,2,2,3,3,2,3,3,3,3,2,2,2,3,3,2,3,2.625,2.5,2.5625,3,2,4,4,4,4,3,3,2,4,3,2,3,4,2,3,3,3,3.5,2.8333333333333335,3,3.111111111111111,3,1,2,2,2,2,3,3,2,3,3,3,2,2,2.142857142857143,2.5714285714285716,2.357142857142857,2,2,2,2,2,2,3,3,3,2,2,3,2,2.6666666666666665,2.3333333333333335
SC-056,Mujer,72,Media,Conviviente,1,RM,Club deportivo,2,Urbano,Medio,Sí,No,4,5,16,No,Jubilado/a,Sí,No,3,4,4,3,3,3,4,2,3,4,4,3,3,4,4,3,3.25,3.5,3.375,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3.6666666666666665,4,3.8333333333333335,3.8333333333333335,3,2,3,3,3,3,4,4,3,2,3,3,2,2,3,2.7142857142857144,2.857142857142857,3,3,4,3,3,3,3,3,3,2,3,3,3.1666666666666665,2.8333333333333335,3
SC-057,Hombre,32,Básica,Soltero/a,3,RM,Voluntariado,35,Rural,Bajo,Sí,No,1,1,4,Sí,Jubilado/a,No,No,1,3,1,2,2,1,2,2,3,2,1,2,3,1,2,2,1.75,2,1.875,2,2,1,1,1,2,2,1,2,2,2,3,3,2,2,4,2,3,1.5,2,2.6666666666666665,2.0555555555555554,2,2,2,1,2,2,2,2,2,1,2,1,1,2,1.8571428571428572,1.5714285714285714,1.7142857142857142,3,1,2,2,3,3,1,2,1,2,1,1,2.3333333333333335,1.3333333333333333,1.8333333333333333
SC-058,Mujer,35,Media,Separado/a,0,O'Higgins,Voluntariado,14,Urbano,Bajo,Sí,No,4,4,14,No,Jubilado/a,No,Sí,3,4,3,3,3,2,4,2,3,2,4,3,3,2,3,3,3,2.875,2.9375,2,2,1,3,2,2,2,2,1,2,3,1,1,1,2,2,1,3,2,1.8333333333333333,1.6666666666666667,1.8333333333333333,2,2,1,3,2,2,1,3,3,3,2,3,2,2,1.8571428571428572,2.5714285714285716,2.2142857142857144,1,1,1,3,2,2,1,1,2,1,1,1,1.6666666666666667,1.1666666666666667,1.4166666666666667
SC-059,Mujer,61,Media,Soltero/a,0,RM,Junta vecinos,1,Urbano,Medio,Sí,No,3,3,4,No,Empleado/a,No,No,2,2,2,1,2,2,2,2,2,3,2,2,2,3,3,3,1.875,2.5,2.1875,2,4,2,3,2,4,2,2,2,2,3,1,3,3,4,1,2,3,2.8333333333333335,2,2.6666666666666665,2.5,3,3,2,3,2,2,2,1,2,2,2,1,2,3,2.4285714285714284,1.8571428571428572,2.142857142857143,2,2,1,1,1,1,2,3,2,2,3,2,1.3333333333333333,2.3333333333333335,1.8333333333333333
SC-060,Hombre,37,Media,Soltero/a,2,Valparaíso,Cooperativa,1,Urbano,Medio,No,No,5,4,2,No,Empleado/a,No,No,4,3,3,2,2,2,2,1,4,2,3,3,3,3,4,4,2.375,3.25,2.8125,3,4,3,3,4,3,4,3,4,3,4,3,2,2,4,2,3,3,3.3333333333333335,3.5,2.6666666666666665,3.1666666666666665,2,2,3,3,3,2,2,2,3,3,3,2,3,3,2.4285714285714284,2.7142857142857144,2.5714285714285716,3,2,2,4,4,4,3,4,4,4,4,4,3.1666666666666665,3.8333333333333335,3.5
SC-061,Mujer,39,Técnico,Casado/a,2,RM,Junta vecinos,34,Urbano,Alto,Sí,No,2,2,2,No,Independiente,No,No,2,2,2,2,1,2,3,3,3,3,3,3,3,2,2,3,2.125,2.75,2.4375,2,3,3,2,4,3,3,2,4,2,3,3,3,2,3,3,3,2,2.8333333333333335,2.8333333333333335,2.6666666666666665,2.7777777777777777,2,2,2,3,2,3,2,3,2,3,3,2,3,2,2.2857142857142856,2.5714285714285716,2.4285714285714284,2,3,3,3,2,2,3,3,3,3,2,2,2.5,2.6666666666666665,2.5833333333333335
SC-062,Mujer,70,Universitario,Casado/a,4,O'Higgins,Cooperativa,1,Semi-rural,Bajo,Sí,Sí,5,3,3,Sí,Desempleado/a,No,No,2,3,2,3,3,3,3,4,2,3,3,3,3,2,3,3,2.875,2.75,2.8125,3,2,3,3,2,2,3,2,2,3,2,3,3,3,2,3,3,3,2.5,2.5,2.8333333333333335,2.611111111111111,3,2,3,2,2,2,3,3,3,4,4,3,2,2,2.4285714285714284,3,2.7142857142857144,3,3,3,3,4,2,2,2,2,2,3,2,3,2.1666666666666665,2.5833333333333335
SC-063,Mujer,42,Técnico,Conviviente,3,Maule,Org. social,32,Urbano,Medio,Sí,Sí,5,4,13,No,Desempleado/a,No,Sí,3,3,3,4,4,3,4,3,2,3,2,3,2,2,2,3,3.375,2.375,2.875,4,2,3,2,4,2,3,3,2,2,3,3,2,2,2,2,2,3,2.8333333333333335,2.6666666666666665,2.1666666666666665,2.5555555555555554,3,4,4,4,4,4,4,2,3,3,3,4,3,4,3.857142857142857,3.142857142857143,3.5,4,4,4,2,3,2,2,2,3,2,2,1,3.1666666666666665,2,2.5833333333333335
SC-064,Mujer,63,Universitario,Casado/a,3,RM,Junta vecinos,9,Semi-rural,Bajo,Sí,No,5,3,1,No,Labores hogar,No,Sí,3,3,3,4,4,4,4,3,2,4,3,3,3,2,3,2,3.5,2.75,3.125,2,2,3,2,2,2,3,3,4,3,3,3,3,3,2,2,2,3,2.1666666666666665,3.1666666666666665,2.5,2.611111111111111,3,1,3,2,3,3,3,2,2,3,3,4,3,4,2.5714285714285716,3,2.7857142857142856,3,3,3,3,4,4,3,3,3,4,3,3,3.3333333333333335,3.1666666666666665,3.25
SC-065,Mujer,34,Media,Soltero/a,1,O'Higgins,Club deportivo,19,Urbano,Medio,No,Sí,5,2,4,No,Labores hogar,No,Sí,3,3,2,3,2,4,3,3,2,2,3,2,3,2,4,2,2.875,2.5,2.6875,4,4,3,3,2,3,3,3,3,4,2,4,2,3,4,3,3,3,3.1666666666666665,3.1666666666666665,3,3.111111111111111,2,2,2,2,3,2,3,3,1,3,3,3,2,3,2.2857142857142856,2.5714285714285716,2.4285714285714284,2,2,3,2,1,4,3,3,2,2,3,3,2.3333333333333335,2.6666666666666665,2.5
SC-066,Mujer,43,Básica,Separado/a,3,RM,Voluntariado,1,Urbano,Medio,Sí,No,NA,2,3,No,Empleado/a,Sí,No,2,4,4,4,3,4,3,2,4,3,3,3,2,3,2,3,3.25,2.875,3.0625,3,3,4,4,4,4,4,4,4,4,4,2,3,3,3,3,4,4,3.6666666666666665,3.6666666666666665,3.3333333333333335,3.5555555555555554,3,3,4,3,3,3,3,3,3,3,3,3,2,4,3.142857142857143,3,3.0714285714285716,3,4,4,4,3,2,3,2,3,2,3,3,3.3333333333333335,2.6666666666666665,3
SC-067,Hombre,33,Media,Soltero/a,0,O'Higgins,Org. social,25,Urbano,Bajo,No,No,2,1,6,Sí,Empleado/a,No,No,1,2,1,1,1,1,1,3,3,2,2,2,2,2,2,4,1.375,2.375,1.875,2,1,2,2,3,2,3,3,2,2,2,3,2,2,2,2,2,2,2,2.5,2,2.1666666666666665,1,1,1,1,1,1,1,2,2,1,1,1,2,2,1,1.5714285714285714,1.2857142857142858,3,3,1,2,3,2,1,1,1,1,1,1,2.3333333333333335,1,1.6666666666666667
SC-068,Mujer,41,Técnico,Casado/a,2,RM,Voluntariado,8,Rural,Medio,No,No,3,3,2,No,Jubilado/a,No,Sí,2,2,2,3,2,2,3,3,1,2,2,1,2,2,2,3,2.375,1.875,2.125,3,2,2,2,2,2,2,2,2,2,2,3,3,1,2,3,4,3,2.1666666666666665,2.1666666666666665,2.6666666666666665,2.3333333333333335,3,2,3,3,2,3,2,3,2,2,3,2,1,1,2.5714285714285716,2,2.2857142857142856,2,2,3,3,2,1,2,3,3,3,2,3,2.1666666666666665,2.6666666666666665,2.4166666666666665
SC-069,Hombre,30,Media,Soltero/a,0,RM,Org. social,27,Urbano,Bajo,Sí,No,5,4,3,No,Independiente,No,Sí,3,3,2,3,3,4,3,2,3,2,3,2,3,3,3,2,2.875,2.625,2.75,3,3,2,4,3,2,4,3,4,3,3,2,2,2,3,2,2,2,2.8333333333333335,3.1666666666666665,2.1666666666666665,2.7222222222222223,2,3,4,4,4,4,3,3,3,2,3,4,3,2,3.4285714285714284,2.857142857142857,3.142857142857143,3,3,4,4,4,4,4,4,4,4,3,4,3.6666666666666665,3.8333333333333335,3.75
SC-070,Mujer,48,Media,Viudo/a,2,RM,Club deportivo,4,Urbano,Alto,Sí,Sí,2,2,2,No,Labores hogar,Sí,Sí,2,2,2,3,3,2,2,1,1,2,2,2,3,2,1,2,2.125,1.875,2,1,1,1,1,2,1,2,1,1,2,2,1,1,3,1,1,1,2,1.1666666666666667,1.5,1.5,1.3888888888888888,3,2,3,2,2,2,1,1,3,2,2,2,2,2,2.142857142857143,2,2.0714285714285716,1,3,3,1,2,3,1,2,1,2,1,1,2.1666666666666665,1.3333333333333333,1.75
SC-071,Mujer,56,Media,Separado/a,2,RM,Org. social,9,Semi-rural,Medio,Sí,Sí,4,1,40,No,Desempleado/a,Sí,Sí,3,4,4,3,2,4,4,2,2,4,3,3,3,3,3,2,3.25,2.875,3.0625,2,4,2,2,2,2,4,3,4,4,4,4,4,3,4,3,4,2,2.3333333333333335,3.8333333333333335,3.3333333333333335,3.1666666666666665,3,3,3,3,2,2,2,4,3,4,3,3,3,3,2.5714285714285716,3.2857142857142856,2.9285714285714284,3,4,3,3,3,2,2,2,3,3,3,2,3,2.5,2.75
SC-072,Mujer,57,Media,Separado/a,4,Maule,Cooperativa,37,Urbano,Alto,Sí,No,2,4,5,No,Labores hogar,No,Sí,3,3,3,3,3,3,2,2,2,2,3,1,3,2,3,3,2.75,2.375,2.5625,3,2,3,3,2,3,2,3,3,2,1,3,3,3,2,3,3,2,2.6666666666666665,2.3333333333333335,2.6666666666666665,2.5555555555555554,3,3,2,3,3,2,3,3,2,3,2,3,3,3,2.7142857142857144,2.7142857142857144,2.7142857142857144,2,1,1,2,3,2,3,2,4,3,1,3,1.8333333333333333,2.6666666666666665,2.25
SC-073,Hombre,45,Media,Viudo/a,1,RM,Org. social,19,Rural,Medio,Sí,No,5,5,20,No,Jubilado/a,No,Sí,2,2,2,2,2,2,3,2,3,4,4,4,2,4,4,2,2.125,3.375,2.75,3,2,4,4,3,4,4,4,4,4,4,3,3,4,4,3,4,4,3.3333333333333335,3.8333333333333335,3.6666666666666665,3.611111111111111,4,4,3,4,3,4,4,4,4,4,4,3,3,4,3.7142857142857144,3.7142857142857144,3.7142857142857144,2,3,2,3,3,3,2,2,2,2,3,3,2.6666666666666665,2.3333333333333335,2.5
SC-074,Hombre,57,Universitario,Casado/a,4,O'Higgins,Junta vecinos,25,Urbano,Alto,Sí,No,4,3,19,No,Independiente,No,Sí,3,3,3,3,3,3,3,3,3,3,3,4,2,3,4,3,3,3.125,3.0625,3,3,2,3,3,4,3,4,4,3,3,3,4,4,3,4,2,4,3,3.3333333333333335,3.5,3.2777777777777777,4,4,4,3,4,4,4,4,4,3,4,4,4,2,3.857142857142857,3.5714285714285716,3.7142857142857144,4,4,3,4,3,2,3,3,3,3,2,2,3.3333333333333335,2.6666666666666665,3
SC-075,Mujer,56,Universitario,Conviviente,6,RM,Voluntariado,9,Urbano,Alto,Sí,No,3,3,11,No,Jubilado/a,No,Sí,3,2,4,3,2,4,2,2,4,3,3,3,3,3,4,3,2.75,3.25,3,4,3,3,3,3,3,3,1,3,3,3,2,4,3,4,2,4,4,3.1666666666666665,2.5,3.5,3.0555555555555554,4,3,4,4,4,3,4,4,4,4,4,4,4,3,3.7142857142857144,3.857142857142857,3.7857142857142856,2,4,3,2,3,3,3,3,3,4,4,4,2.8333333333333335,3.5,3.1666666666666665
SC-076,Hombre,65,Media,Conviviente,1,RM,Junta vecinos,10,Urbano,Medio,No,No,3,3,1,No,Empleado/a,No,Sí,2,2,2,2,3,3,2,3,2,2,2,2,3,2,2,3,2.375,2.25,2.3125,3,3,3,3,2,2,3,2,2,3,3,2,3,4,3,3,3,2,2.6666666666666665,2.5,3,2.7222222222222223,3,2,3,4,3,2,4,4,3,4,3,3,4,2,3,3.2857142857142856,3.142857142857143,2,2,1,2,2,2,2,2,2,1,3,2,1.8333333333333333,2,1.9166666666666667
SC-077,Otro,40,Universitario,Separado/a,3,Maule,Org. social,8,Urbano,Bajo,Sí,Sí,2,3,2,Sí,Empleado/a,No,Sí,3,4,3,3,3,3,3,4,2,4,4,1,3,3,4,2,3.25,2.875,3.0625,3,2,3,2,4,3,3,2,2,2,2,1,1,3,3,2,3,3,2.8333333333333335,2,2.5,2.4444444444444446,4,4,4,4,4,4,4,4,3,3,3,4,3,3,4,3.2857142857142856,3.642857142857143,2,3,3,4,3,2,2,4,3,3,4,4,2.8333333333333335,3.3333333333333335,3.0833333333333335
SC-078,Hombre,60,Media,Conviviente,2,RM,Junta vecinos,50,Urbano,Bajo,No,No,4,3,21,No,Labores hogar,No,Sí,3,2,3,4,3,3,4,2,2,1,2,3,2,2,2,2,3,2,2.5,2,2,3,3,3,3,3,4,4,3,2,4,2,2,3,2,3,2,2.6666666666666665,3.3333333333333335,2.3333333333333335,2.7777777777777777,2,2,3,3,2,3,3,3,3,2,2,2,3,3,2.5714285714285716,2.5714285714285716,2.5714285714285716,2,3,2,1,2,3,2,2,2,1,2,2,2.1666666666666665,1.8333333333333333,2
SC-079,Hombre,52,Universitario,Soltero/a,2,Otra,Org. social,9,Semi-rural,Bajo,Sí,No,4,3,5,No,Empleado/a,Sí,Sí,3,4,4,4,2,4,4,1,3,4,3,4,4,4,4,3,3.25,3.625,3.4375,3,4,3,3,3,3,2,4,2,2,3,4,4,3,4,4,4,3,3.1666666666666665,2.8333333333333335,3.6666666666666665,3.2222222222222223,3,2,2,3,2,4,4,4,3,4,3,4,3,3,2.857142857142857,3.4285714285714284,3.142857142857143,4,4,4,2,4,1,2,3,1,3,3,3,3.1666666666666665,2.5,2.8333333333333335
SC-080,Mujer,51,Media,Separado/a,4,RM,Org. social,17,Rural,Bajo,Sí,No,2,5,10,No,Labores hogar,No,Sí,3,3,2,2,3,3,2,3,3,4,3,3,2,2,3,4,2.625,3,2.8125,1,3,2,2,4,3,3,3,3,4,3,1,2,3,2,3,3,3,2.5,2.8333333333333335,2.6666666666666665,2.6666666666666665,2,2,3,3,3,3,4,2,3,2,3,3,3,3,2.857142857142857,2.7142857142857144,2.7857142857142856,2,2,4,3,2,2,2,2,3,3,3,3,2.5,2.6666666666666665,2.5833333333333335
SC-081,Hombre,37,Básica,Soltero/a,1,RM,Voluntariado,1,Urbano,Bajo,Sí,No,3,5,8,No,Independiente,No,Sí,3,2,3,2,2,2,2,3,4,4,4,3,4,4,4,3,2.375,3.75,3.0625,3,4,4,3,4,2,2,3,3,3,4,4,3,3,3,3,2,2,3.3333333333333335,3.1666666666666665,2.6666666666666665,3.0555555555555554,1,3,3,3,2,3,3,3,4,3,3,3,3,2,2.5714285714285716,3,2.7857142857142856,2,3,3,2,3,2,3,2,3,3,3,2,2.5,2.6666666666666665,2.5833333333333335
SC-082,Hombre,30,Universitario,Separado/a,2,O'Higgins,Voluntariado,18,Semi-rural,Medio,Sí,No,5,5,2,No,Jubilado/a,No,No,4,4,4,4,4,4,4,3,4,4,4,3,4,3,4,4,3.875,3.75,3.8125,2,3,4,3,4,4,4,4,4,4,4,2,4,4,4,4,4,4,3.3333333333333335,3.6666666666666665,4,3.6666666666666665,3,3,3,3,3,2,3,2,2,3,2,2,4,3,2.857142857142857,2.5714285714285716,2.7142857142857144,4,3,3,3,3,2,3,3,4,3,3,3,3,3.1666666666666665,3.0833333333333335
SC-083,Hombre,53,Básica,Soltero/a,0,Maule,Cooperativa,2,Semi-rural,Bajo,Sí,No,2,1,10,No,Independiente,Sí,No,2,3,3,3,3,4,4,4,2,3,3,2,2,3,2,4,3.25,2.625,2.9375,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,1,3,2,2.3333333333333335,2,2.111111111111111,2,2,2,1,2,2,2,3,2,2,2,4,2,2,1.8571428571428572,2.4285714285714284,2.142857142857143,3,3,2,2,2,2,1,2,2,1,1,2,2.3333333333333335,1.5,1.9166666666666667
SC-084,Hombre,48,Media,Separado/a,2,Valparaíso,Voluntariado,24,Semi-rural,Medio,Sí,Sí,5,5,1,No,Independiente,Sí,Sí,2,2,2,2,3,1,2,3,3,2,3,3,3,4,3,3,2.125,3,2.5625,2,3,3,4,2,2,3,3,3,3,3,3,4,3,4,4,4,3,2.6666666666666665,3,3.6666666666666665,3.111111111111111,4,2,2,3,4,4,3,3,3,4,3,3,3,3,3.142857142857143,3.142857142857143,3.142857142857143,1,2,2,4,2,2,2,3,2,2,2,2,2.1666666666666665,2.1666666666666665,2.1666666666666665
SC-085,Hombre,62,Media,Soltero/a,2,RM,Org. social,10,Semi-rural,Medio,No,No,2,2,5,No,Independiente,No,Sí,1,2,2,2,1,2,2,3,2,2,2,3,2,3,1,4,1.875,2.375,2.125,2,1,1,2,2,3,2,1,2,2,3,3,4,4,1,1,2,3,1.8333333333333333,2.1666666666666665,2.5,2.1666666666666665,3,2,2,3,3,3,2,2,2,2,2,2,2,3,2.5714285714285716,2.142857142857143,2.357142857142857,2,3,3,3,2,3,2,2,3,1,1,2,2.6666666666666665,1.8333333333333333,2.25
SC-086,Mujer,53,Universitario,Separado/a,4,RM,Club deportivo,11,Rural,Medio,Sí,No,4,3,10,No,Empleado/a,No,Sí,3,3,3,2,3,2,2,4,4,3,4,3,4,4,4,3,2.75,3.625,3.1875,4,3,3,3,2,2,3,4,3,3,3,1,3,4,3,4,4,2,2.8333333333333335,2.8333333333333335,3.3333333333333335,3,2,3,3,3,3,2,3,3,3,3,3,4,3,3,2.7142857142857144,3.142857142857143,2.9285714285714284,3,3,3,3,2,1,2,2,3,3,1,2,2.5,2.1666666666666665,2.3333333333333335
SC-087,Mujer,28,Técnico,Soltero/a,4,RM,Junta vecinos,9,Urbano,Medio,Sí,No,2,2,1,No,Labores hogar,No,Sí,3,3,2,3,3,1,2,4,2,2,2,3,2,2,3,2,2.625,2.25,2.4375,3,2,4,3,3,4,4,4,4,3,4,3,3,2,2,2,4,2,3.1666666666666665,3.6666666666666665,2.5,3.111111111111111,4,2,4,3,3,2,2,2,2,2,1,2,1,4,2.857142857142857,2,2.4285714285714284,3,3,2,3,3,3,2,2,2,2,2,1,2.8333333333333335,1.8333333333333333,2.3333333333333335
SC-088,Mujer,47,Media,Conviviente,4,RM,Voluntariado,34,Semi-rural,Medio,Sí,No,3,3,8,No,Empleado/a,No,Sí,4,2,3,3,3,4,3,2,4,4,2,4,3,3,4,3,3,3.375,3.1875,3,4,3,2,2,2,3,4,3,4,3,1,2,2,4,4,4,2,2.6666666666666665,3,3,2.888888888888889,2,3,4,3,4,4,4,4,3,3,3,4,3,3,3.4285714285714284,3.2857142857142856,3.357142857142857,2,3,3,3,2,2,3,3,4,4,4,3,2.5,3.5,3
SC-089,Hombre,54,Media,Conviviente,0,RM,Junta vecinos,35,Semi-rural,Bajo,No,No,2,5,17,Sí,Labores hogar,No,Sí,3,3,4,4,3,3,3,2,3,3,2,4,2,3,3,3,3.125,2.875,3,3,3,2,3,2,3,3,2,3,2,4,4,4,2,3,2,4,3,2.6666666666666665,3,3,2.888888888888889,3,4,3,4,4,3,4,3,3,4,4,3,4,4,3.5714285714285716,3.5714285714285716,3.5714285714285716,3,4,3,4,2,2,2,3,3,2,2,3,3,2.5,2.75
SC-090,Mujer,57,Media,Conviviente,3,Maule,Cooperativa,13,Semi-rural,Bajo,Sí,No,4,3,15,Sí,Jubilado/a,No,Sí,4,3,4,3,4,3,4,3,2,2,2,1,1,3,2,4,3.5,2.125,2.8125,3,2,2,3,3,2,3,4,4,2,2,4,4,3,4,3,2,3,2.5,3.1666666666666665,3.1666666666666665,2.9444444444444446,2,2,3,4,3,3,4,2,3,3,2,3,2,1,3,2.2857142857142856,2.642857142857143,4,3,4,4,4,2,3,2,2,3,2,3,3.5,2.5,3
SC-091,Hombre,43,Técnico,Soltero/a,4,Valparaíso,Voluntariado,8,Rural,Alto,No,No,2,4,11,No,Labores hogar,Sí,Sí,3,2,3,2,3,2,3,1,3,3,2,3,2,2,3,3,2.375,2.625,2.5,2,3,2,3,2,2,4,3,3,2,3,2,2,2,3,2,3,3,2.3333333333333335,2.8333333333333335,2.5,2.5555555555555554,3,3,2,3,2,3,3,3,2,3,2,3,3,4,2.7142857142857144,2.857142857142857,2.7857142857142856,2,3,4,3,2,1,2,2,2,2,2,2,2.5,2,2.25
SC-092,Hombre,29,Técnico,Casado/a,3,RM,Junta vecinos,15,Urbano,Bajo,Sí,No,3,3,10,Sí,Desempleado/a,No,Sí,3,4,3,4,4,3,4,2,4,3,3,4,3,2,3,4,3.375,3.25,3.3125,3,3,3,3,4,4,4,3,3,4,4,3,2,3,4,4,3,3,3.3333333333333335,3.5,3.1666666666666665,3.3333333333333335,4,3,3,4,3,3,4,4,3,2,4,3,3,4,3.4285714285714284,3.2857142857142856,3.357142857142857,3,3,3,3,3,3,2,4,3,3,3,2,3,2.8333333333333335,2.9166666666666665
